,Position,Driver,Car,Time
12,1,Niki Lauda,Ferrari,1:32.240
11,2,Clay Regazzoni,Ferrari,1:32.750
1,3,Emerson Fittipaldi,McLaren Ford,1:33.080
3,4,Jody Scheckter,Tyrrell Ford,1:33.270
2,5,Jochen Mass,McLaren Ford,1:33.290
23,6,Tony Brise,Lola Ford,1:33.340
7,7,Carlos Reutemann,Brabham Ford,1:33.440
24,8,James Hunt,Hesketh Ford,1:33.730
9,9,Vittorio Brambilla,March Ford,1:33.900
8,10,Carlos Pace,Brabham Ford,1:34.170
5,11,Ronnie Peterson,Lotus Ford,1:34.220
4,12,Patrick Depailler,Tyrrell Ford,1:34.360
17,13,Jean-Pierre Jarier,Shadow Matra,1:34.610
16,14,Tom Pryce,Shadow Matra,1:34.710
27,15,Mario Andretti,Parnelli Ford,1:34.720
10,16,Hans-Joachim Stuck,March Ford,1:35.290
34,17,Harald Ertl,Hesketh Ford,1:35.430
21,18,Jacques Laffite,Frank Williams Racing Cars/Williams,1:35.480
32,19,Chris Amon,Ensign Ford,1:35.560
14,20,Bob Evans,BRM,1:35.610
25,21,Brett Lunger,Hesketh Ford,1:36.110
20,22,Renzo Zorzi,Frank Williams Racing Cars/Williams,1:36.190
22,23,Rolf Stommelen,Lola Ford,1:36.440
29,24,Lella Lombardi,March Ford,1:37.060
6,25,Jim Crawford,Lotus Ford,1:37.140
30,26,Arturo Merzario,Fittipaldi Ford,1:37.330
