,Position,Driver,Car,Q1,Q2,Q3,Laps
10,1,Lewis Hamilton,Mercedes,2:00.368,1:49.067,2:01.012,22
1,2,Sebastian Vettel,Red Bull Racing Renault,2:01.863,1:48.646,2:01.200,19
2,3,Mark Webber,Red Bull Racing Renault,2:01.597,1:48.641,2:01.325,20
9,4,Nico Rosberg,Mercedes,2:01.099,1:48.552,2:02.251,20
14,5,Paul di Resta,Force India Mercedes,2:02.338,1:48.925,2:02.332,22
5,6,Jenson Button,McLaren Mercedes,2:01.301,1:48.641,2:03.075,21
8,7,Romain Grosjean,Lotus Renault,2:02.476,1:48.649,2:03.081,22
7,8,Kimi Räikkönen,Lotus Renault,2:01.151,1:48.296,2:03.390,22
3,9,Fernando Alonso,Ferrari,2:00.190,1:48.309,2:03.482,21
4,10,Felipe Massa,Ferrari,2:01.462,1:49.020,2:04.059,21
11,11,Nico Hulkenberg,Sauber Ferrari,2:01.712,1:49.088,,17
15,12,Adrian Sutil,Force India Mercedes,2:02.749,1:49.103,,17
6,13,Sergio Perez,McLaren Mercedes,2:02.425,1:49.304,,16
21,14,Giedo van der Garde,Caterham Renault,2:00.564,1:52.036,,15
22,15,Jules Bianchi,Marussia Cosworth,2:02.110,1:52.563,,16
23,16,Max Chilton,Marussia Cosworth,2:02.948,1:52.762,,17
16,17,Pastor Maldonado,Williams Renault,2:03.072,,,10
18,18,Jean-Eric Vergne,STR Ferrari,2:03.300,,,10
19,19,Daniel Ricciardo,STR Ferrari,2:03.317,,,10
17,20,Valtteri Bottas,Williams Renault,2:03.432,,,10
12,21,Esteban Gutierrez ,Sauber Ferrari,2:04.324,,,10
20,22,Charles Pic,Caterham Renault,2:07.384,,,8
