,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Sebastian Vettel,Red Bull Racing Renault,40,1:50.756,227.657
5,2,Jenson Button,McLaren Mercedes,36,1:50.823,227.519
19,3,Daniel Ricciardo,STR Ferrari,38,1:50.967,227.224
3,4,Fernando Alonso,Ferrari,36,1:51.383,226.375
2,5,Mark Webber,Red Bull Racing Renault,31,1:51.397,226.347
9,6,Nico Rosberg,Mercedes,39,1:51.582,225.971
10,7,Lewis Hamilton,Mercedes,39,1:51.596,225.943
12,8,Esteban Gutierrez ,Sauber Ferrari,30,1:51.849,225.432
4,9,Felipe Massa,Ferrari,40,1:52.182,224.763
15,10,Adrian Sutil,Force India Mercedes,35,1:52.226,224.675
8,11,Romain Grosjean,Lotus Renault,34,1:52.497,224.133
16,12,Pastor Maldonado,Williams Renault,35,1:52.579,223.970
17,13,Valtteri Bottas,Williams Renault,31,1:52.688,223.754
18,14,Jean-Eric Vergne,STR Ferrari,29,1:53.065,223.008
11,15,Nico Hulkenberg,Sauber Ferrari,41,1:53.110,222.919
6,16,Sergio Perez,McLaren Mercedes,34,1:53.472,222.208
7,17,Kimi Räikkönen,Lotus Renault,20,1:53.688,221.785
21,18,Giedo van der Garde,Caterham Renault,43,1:53.995,221.188
14,19,Paul di Resta,Force India Mercedes,21,1:54.757,219.719
22,20,Jules Bianchi,Marussia Cosworth,37,1:54.894,219.457
23,21,Max Chilton,Marussia Cosworth,31,1:54.924,219.400
20,22,Charles Pic,Caterham Renault,7,1:57.330,214.901
