,Position,Driver,Car,Laps,Time,Points
1,1,Sebastian Vettel,Red Bull Racing Renault,44,1:23:42.196,25
3,2,Fernando Alonso,Ferrari,44,+16.869s,18
10,3,Lewis Hamilton,Mercedes,44,+27.734s,15
9,4,Nico Rosberg,Mercedes,44,+29.872s,12
2,5,Mark Webber,Red Bull Racing Renault,44,+33.845s,10
5,6,Jenson Button,McLaren Mercedes,44,+40.794s,8
4,7,Felipe Massa,Ferrari,44,+53.922s,6
8,8,Romain Grosjean,Lotus Renault,44,+55.846s,4
15,9,Adrian Sutil,Force India Mercedes,44,+69.547s,2
19,10,Daniel Ricciardo,STR Ferrari,44,+73.470s,1
6,11,Sergio Perez,McLaren Mercedes,44,+81.936s,0
18,12,Jean-Eric Vergne,STR Ferrari,44,+86.740s,0
11,13,Nico Hulkenberg,Sauber Ferrari,44,+88.258s,0
12,14,Esteban Gutierrez ,Sauber Ferrari,44,+100.436s,0
17,15,Valtteri Bottas,Williams Renault,44,+107.456s,0
21,16,Giedo van der Garde,Caterham Renault,43,+1 lap,0
16,17,Pastor Maldonado,Williams Renault,43,+1 lap,0
22,18,Jules Bianchi,Marussia Cosworth,43,+1 lap,0
23,19,Max Chilton,Marussia Cosworth,42,+2 laps,0
14,NC,Paul di Resta,Force India Mercedes,26,DNF,0
7,NC,Kimi Räikkönen,Lotus Renault,25,DNF,0
20,NC,Charles Pic,Caterham Renault,8,DNF,0
