,Position,Driver,Car,Lap,Time,Avg Speed
8,1,Mika Hakkinen,McLaren Mercedes,30,1:22.948,146.130
7,2,David Coulthard,McLaren Mercedes,18,1:22.955,146.117
3,3,Michael Schumacher,Ferrari,64,1:23.189,145.706
5,4,Giancarlo Fisichella,Benetton Playlife,26,1:23.594,145.000
6,5,Alexander Wurz,Benetton Playlife,41,1:23.970,144.351
1,6,Jacques Villeneuve,Williams Mecachrome,70,1:24.381,143.648
16,7,Pedro Diniz,Arrows,40,1:24.456,143.520
4,8,Eddie Irvine,Ferrari,29,1:24.457,143.519
14,9,Jean Alesi,Sauber Petronas,51,1:24.539,143.379
17,10,Mika Salo,Arrows,39,1:24.582,143.307
11,11,Olivier Panis,Prost Peugeot,33,1:24.874,142.814
15,12,Johnny Herbert,Sauber Petronas,66,1:25.053,142.513
22,13,Shinji Nakano,Minardi Ford,70,1:26.054,140.855
9,14,Damon Hill,Jordan Mugen Honda,69,1:26.091,140.795
10,15,Ralf Schumacher,Jordan Mugen Honda,24,1:26.228,140.571
12,16,Jarno Trulli,Prost Peugeot,26,1:26.501,140.127
21,17,Toranosuke Takagi,Tyrrell Ford,59,1:26.506,140.119
19,18,Jan Magnussen,Stewart Ford,25,1:26.637,139.907
2,19,Heinz-Harald Frentzen,Williams Mecachrome,6,1:26.777,139.682
18,20,Rubens Barrichello,Stewart Ford,10,1:27.719,138.182
