,Position,Driver,Car,Time / Gap,Laps
10,1,Romain Grosjean,Lotus Renault,1:56.552,13
16,2,Daniel Ricciardo,STR Ferrari,+0.275s,10
4,3,Lewis Hamilton,McLaren Mercedes,+0.622s,6
15,4,Sergio Perez,Sauber Ferrari,+1.112s,11
6,5,Felipe Massa,Ferrari,+1.567s,7
2,6,Mark Webber,Red Bull Racing Renault,+1.911s,7
14,7,Kamui Kobayashi,Sauber Ferrari,+1.931s,19
7,8,Michael Schumacher,Mercedes,+1.941s,10
8,9,Nico Rosberg,Mercedes,+2.390s,8
17,10,Jean-Eric Vergne,STR Ferrari,+2.524s,12
1,11,Sebastian Vettel,Red Bull Racing Renault,+2.862s,11
21,12,Vitaly Petrov,Caterham Renault,+3.062s,9
19,13,Valtteri Bottas,Williams Renault,+3.181s,7
20,14,Heikki Kovalainen,Caterham Renault,+3.235s,10
18,15,Pastor Maldonado,Williams Renault,+3.573s,5
9,16,Kimi Räikkönen,Lotus Renault,+3.701s,6
3,17,Jenson Button,McLaren Mercedes,+5.282s,6
24,18,Timo Glock,Marussia Cosworth,+5.283s,6
22,19,Pedro de la Rosa,HRT Cosworth,+7.789s,9
23,20,Dani Clos,HRT Cosworth,+8.470s,11
25,21,Charles Pic,Marussia Cosworth,+15.208s,6
5,22,Fernando Alonso,Ferrari,,4
11,23,Paul di Resta,Force India Mercedes,,3
12,24,Jules Bianchi,Force India Mercedes,,1
