,Position,Driver,Car,Time
5,1,Fernando Alonso,Ferrari,1:51.746
2,2,Mark Webber,Red Bull Racing Renault,1:51.793
7,3,Michael Schumacher,Mercedes,1:52.020
1,4,Sebastian Vettel,Red Bull Racing Renault,1:52.199
6,5,Felipe Massa,Ferrari,1:53.065
9,6,Kimi Räikkönen,Lotus Renault,1:53.290
18,7,Pastor Maldonado,Williams Renault,1:53.539
4,8,Lewis Hamilton,McLaren Mercedes,1:53.543
10,9,Romain Grosjean,Lotus Renault,
11,10,Paul di Resta,Force India Mercedes,1:57.009
8,11,Nico Rosberg,Mercedes,1:57.108
16,12,Daniel Ricciardo,STR Ferrari,1:57.132
19,13,Bruno Senna,Williams Renault,1:57.426
12,14,Nico Hulkenberg,Force India Mercedes,1:54.382
15,15,Sergio Perez,Sauber Ferrari,1:57.895
3,16,Jenson Button,McLaren Mercedes,1:48.044
14,17,Kamui Kobayashi,Sauber Ferrari,1:57.071
21,18,Vitaly Petrov,Caterham Renault,1:49.027
20,19,Heikki Kovalainen,Caterham Renault,1:49.477
24,20,Timo Glock,Marussia Cosworth,1:51.618
22,21,Pedro de la Rosa,HRT Cosworth,1:52.742
23,22,Narain Karthikeyan,HRT Cosworth,1:53.040
17,23,Jean-Eric Vergne,STR Ferrari,1:57.719
25,24,Charles Pic,Marussia Cosworth,
