,Position,Driver,Car,Q1,Q2,Q3,Laps
5,1,Fernando Alonso,Ferrari,1:46.515,1:56.921,1:51.746,25
2,2,Mark Webber,Red Bull Racing Renault,1:47.276,1:55.898,1:51.793,23
7,3,Michael Schumacher,Mercedes,1:46.571,1:55.799,1:52.020,22
1,4,Sebastian Vettel,Red Bull Racing Renault,1:46.279,1:56.931,1:52.199,23
6,5,Felipe Massa,Ferrari,1:47.401,1:56.388,1:53.065,24
9,6,Kimi Räikkönen,Lotus Renault,1:47.309,1:56.469,1:53.290,24
18,7,Pastor Maldonado,Williams Renault,1:46.449,1:56.802,1:53.539,25
4,8,Lewis Hamilton,McLaren Mercedes,1:47.433,1:54.897,1:53.543,25
12,9,Nico Hulkenberg,Force India Mercedes,1:46.334,1:55.556,1:54.382,22
10,10,Romain Grosjean,Lotus Renault,1:47.043,1:56.388,,20
11,11,Paul di Resta,Force India Mercedes,1:47.582,1:57.009,,19
14,12,Kamui Kobayashi,Sauber Ferrari,1:46.649,1:57.071,,18
8,13,Nico Rosberg,Mercedes,1:47.724,1:57.108,,17
16,14,Daniel Ricciardo,STR Ferrari,1:47.266,1:57.132,,18
19,15,Bruno Senna,Williams Renault,1:47.105,1:57.426,,19
17,16,Jean-Eric Vergne,STR Ferrari,1:47.705,1:57.719,,18
15,17,Sergio Perez,Sauber Ferrari,1:46.494,1:57.895,,19
3,18,Jenson Button,McLaren Mercedes,1:48.044,,,12
21,19,Vitaly Petrov,Caterham Renault,1:49.027,,,10
20,20,Heikki Kovalainen,Caterham Renault,1:49.477,,,10
24,21,Timo Glock,Marussia Cosworth,1:51.618,,,10
22,22,Pedro de la Rosa,HRT Cosworth,1:52.742,,,11
23,23,Narain Karthikeyan,HRT Cosworth,1:53.040,,,10
25,NC,Charles Pic,Marussia Cosworth,1:54.143,,,10
