,Position,Driver,Car,Time / Gap,Laps
6,1,Nico Rosberg,Mercedes,1:26.021,19
5,2,Sebastian Vettel,Ferrari,+0.156s,14
44,3,Lewis Hamilton,Mercedes,+0.201s,10
77,4,Valtteri Bottas,Williams Mercedes,+0.661s,19
7,5,Kimi Räikkönen,Ferrari,+0.923s,14
3,6,Daniel Ricciardo,Red Bull Racing Renault,+1.027s,19
19,7,Felipe Massa,Williams Mercedes,+1.088s,19
33,8,Max Verstappen,STR Renault,+1.111s,18
26,9,Daniil Kvyat,Red Bull Racing Renault,+1.292s,7
55,10,Carlos Sainz,STR Renault,+1.788s,17
22,11,Jenson Button,McLaren Honda,+1.917s,17
27,12,Nico Hulkenberg,Force India Mercedes,+2.061s,13
12,13,Felipe Nasr,Sauber Ferrari,+2.075s,23
14,14,Fernando Alonso,McLaren Honda,+2.283s,17
8,15,Romain Grosjean,Lotus Mercedes,+2.557s,17
13,16,Pastor Maldonado,Lotus Mercedes,+2.597s,18
9,17,Marcus Ericsson,Sauber Ferrari,+2.767s,20
11,18,Sergio Perez,Force India Mercedes,+2.975s,14
28,19,Will Stevens,Marussia Ferrari,+5.104s,16
98,20,Roberto Merhi,Marussia Ferrari,+5.728s,17
