,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,54,1:28.270,189.849,15:27:12
6,2,Nico Rosberg,Mercedes,53,1:29.109,188.061,15:25:23
7,3,Kimi Räikkönen,Ferrari,47,1:29.931,186.342,15:17:00
19,4,Felipe Massa,Williams Mercedes,51,1:30.374,185.429,15:23:28
77,5,Valtteri Bottas,Williams Mercedes,44,1:30.711,184.740,15:12:20
5,6,Sebastian Vettel,Ferrari,61,1:30.737,184.687,15:38:04
27,7,Nico Hulkenberg,Force India Mercedes,51,1:30.888,184.380,15:24:48
3,8,Daniel Ricciardo,Red Bull Racing Renault,56,1:31.124,183.903,15:31:36
55,9,Carlos Sainz,STR Renault,62,1:31.156,183.838,15:41:21
22,10,Jenson Button,McLaren Honda,46,1:31.162,183.826,15:17:16
26,11,Daniil Kvyat,Red Bull Racing Renault,40,1:31.887,182.376,15:07:15
33,12,Max Verstappen,STR Renault,46,1:31.896,182.358,15:16:37
12,13,Felipe Nasr,Sauber Ferrari,41,1:31.928,182.294,15:09:03
11,14,Sergio Perez,Force India Mercedes,38,1:31.932,182.286,15:04:30
8,15,Romain Grosjean,Lotus Mercedes,46,1:31.945,182.261,15:16:31
9,16,Marcus Ericsson,Sauber Ferrari,52,1:32.222,181.713,15:26:11
13,17,Pastor Maldonado,Lotus Mercedes,17,1:32.912,180.364,14:31:26
14,18,Fernando Alonso,McLaren Honda,23,1:33.387,179.446,14:40:30
28,19,Will Stevens,Marussia Ferrari,49,1:33.655,178.933,15:24:02
98,20,Roberto Merhi,Marussia Ferrari,51,1:34.211,177.877,15:27:49
