,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Nico Rosberg,Mercedes,1:26.490,1:25.166,1:24.681,18
44,2,Lewis Hamilton,Mercedes,1:26.382,1:25.740,1:24.948,17
5,3,Sebastian Vettel,Ferrari,1:27.534,1:26.167,1:25.458,15
77,4,Valtteri Bottas,Williams Mercedes,1:27.262,1:26.197,1:25.694,16
55,5,Carlos Sainz,STR Renault,1:26.773,1:26.475,1:26.136,17
33,6,Max Verstappen,STR Renault,1:27.393,1:26.441,1:26.249,20
7,7,Kimi Räikkönen,Ferrari,1:26.637,1:26.016,1:26.414,16
26,8,Daniil Kvyat,Red Bull Racing Renault,1:27.833,1:26.889,1:26.629,16
19,9,Felipe Massa,Williams Mercedes,1:27.165,1:26.147,1:26.757,16
3,10,Daniel Ricciardo,Red Bull Racing Renault,1:27.611,1:26.692,1:26.770,16
8,11,Romain Grosjean,Lotus Mercedes,1:27.383,1:27.375,,13
13,12,Pastor Maldonado,Lotus Mercedes,1:27.281,1:27.450,,13
14,13,Fernando Alonso,McLaren Honda,1:27.941,1:27.760,,11
22,14,Jenson Button,McLaren Honda,1:27.813,1:27.854,,12
12,15,Felipe Nasr,Sauber Ferrari,1:27.625,1:28.005,,14
9,16,Marcus Ericsson,Sauber Ferrari,1:28.112,,,6
27,17,Nico Hulkenberg,Force India Mercedes,1:28.365,,,6
11,18,Sergio Perez,Force India Mercedes,1:28.442,,,7
28,19,Will Stevens,Marussia Ferrari,1:31.200,,,6
98,20,Roberto Merhi,Marussia Ferrari,1:32.038,,,4
