,Position,Driver,Car,Time
6,1,Nico Rosberg,Mercedes,1:24.681
44,2,Lewis Hamilton,Mercedes,1:24.948
5,3,Sebastian Vettel,Ferrari,1:25.458
77,4,Valtteri Bottas,Williams Mercedes,1:25.694
55,5,Carlos Sainz,STR Renault,1:26.136
33,6,Max Verstappen,STR Renault,1:26.249
7,7,Kimi Räikkönen,Ferrari,1:26.414
26,8,Daniil Kvyat,Red Bull Racing Renault,1:26.629
19,9,Felipe Massa,Williams Mercedes,1:26.757
3,10,Daniel Ricciardo,Red Bull Racing Renault,1:26.770
8,11,Romain Grosjean,Lotus Mercedes,1:27.375
13,12,Pastor Maldonado,Lotus Mercedes,1:27.450
14,13,Fernando Alonso,McLaren Honda,1:27.760
22,14,Jenson Button,McLaren Honda,1:27.854
12,15,Felipe Nasr,Sauber Ferrari,1:28.005
9,16,Marcus Ericsson,Sauber Ferrari,1:28.112
27,17,Nico Hulkenberg,Force India Mercedes,1:28.365
11,18,Sergio Perez,Force India Mercedes,1:28.442
28,19,Will Stevens,Marussia Ferrari,1:31.200
98,20,Roberto Merhi,Marussia Ferrari,1:32.038
