,Position,Driver,Car,Time / Gap,Laps
38,1,Robert Kubica,Sauber BMW,1:16.902,33
1,2,Fernando Alonso,Renault,+0.596s,14
36,3,Anthony Davidson,Honda,+0.848s,37
35,4,Alexander Wurz,Williams Cosworth,+0.957s,29
2,5,Giancarlo Fisichella,Renault,+1.014s,13
5,6,Michael Schumacher,Ferrari,+1.036s,16
39,7,Adrian Sutil,MF1 Toyota,+1.147s,31
37,8,Robert Doornbos,RBR Ferrari,+1.273s,28
7,9,Ralf Schumacher,Toyota,+1.372s,21
40,10,Neel Jani,STR Cosworth,+1.737s,32
8,11,Jarno Trulli,Toyota,+1.819s,23
12,12,Jenson Button,Honda,+2.103s,18
6,13,Felipe Massa,Ferrari,+2.111s,20
16,14,Nick Heidfeld,Sauber BMW,+2.206s,15
3,15,Kimi Räikkönen,McLaren Mercedes,+2.238s,9
19,16,Christijan Albers,MF1 Toyota,+2.281s,21
11,17,Rubens Barrichello,Honda,+2.357s,5
9,18,Mark Webber,Williams Cosworth,+2.511s,10
20,19,Vitantonio Liuzzi,STR Cosworth,+2.687s,14
10,20,Nico Rosberg,Williams Cosworth,+2.790s,19
18,21,Tiago Monteiro,MF1 Toyota,+2.799s,19
4,22,Pedro de la Rosa,McLaren Mercedes,+2.907s,14
22,23,Takuma Sato,Super Aguri Honda,+3.094s,22
21,24,Scott Speed,STR Cosworth,+3.101s,12
14,25,David Coulthard,RBR Ferrari,+3.233s,12
17,26,Jacques Villeneuve,Sauber BMW,+3.252s,11
15,27,Christian Klien,RBR Ferrari,+3.507s,14
23,28,Franck Montagny,Super Aguri Honda,+4.230s,14
41,29,Sakon Yamamoto,Super Aguri Honda,+5.067s,32
