,Position,Driver,Car,Time
5,1,Michael Schumacher,Ferrari,1:15.493
6,2,Felipe Massa,Ferrari,1:15.510
1,3,Fernando Alonso,Renault,1:15.785
8,4,Jarno Trulli,Toyota,1:16.036
7,5,Ralf Schumacher,Toyota,1:16.091
3,6,Kimi Räikkönen,McLaren Mercedes,1:16.281
2,7,Giancarlo Fisichella,Renault,1:16.345
4,8,Pedro de la Rosa,McLaren Mercedes,1:16.632
14,9,David Coulthard,RBR Ferrari,1:18.663
9,10,Mark Webber,Williams Cosworth,1:16.129
16,11,Nick Heidfeld,Sauber BMW,1:16.294
15,12,Christian Klien,RBR Ferrari,1:16.433
11,13,Rubens Barrichello,Honda,1:17.027
21,14,Scott Speed,STR Cosworth,1:17.063
19,15,Christijan Albers,MF1 Toyota,1:17.105
17,16,Jacques Villeneuve,Sauber BMW,1:17.304
12,17,Jenson Button,Honda,1:17.495
18,18,Tiago Monteiro,MF1 Toyota,1:17.589
10,19,Nico Rosberg,Williams Cosworth,1:18.272
23,20,Franck Montagny,Super Aguri Honda,1:18.637
22,21,Takuma Sato,Super Aguri Honda,1:18.845
20,22,Vitantonio Liuzzi,STR Cosworth,1:17.164
