,Position,Driver,Car,Q1,Q2,Q3,Laps
5,1,Michael Schumacher,Ferrari,1:15.865,1:15.111,1:15.493,19
6,2,Felipe Massa,Ferrari,1:16.277,1:15.679,1:15.510,18
1,3,Fernando Alonso,Renault,1:16.328,1:15.706,1:15.785,18
8,4,Jarno Trulli,Toyota,1:15.550,1:15.776,1:16.036,21
7,5,Ralf Schumacher,Toyota,1:15.949,1:15.625,1:16.091,21
3,6,Kimi Räikkönen,McLaren Mercedes,1:16.154,1:15.742,1:16.281,20
2,7,Giancarlo Fisichella,Renault,1:16.825,1:15.901,1:16.345,18
4,8,Pedro de la Rosa,McLaren Mercedes,1:16.679,1:15.902,1:16.632,23
10,9,Nico Rosberg,Williams Cosworth,1:16.534,1:15.926,1:18.272,24
14,10,David Coulthard,RBR Ferrari,1:16.350,1:15.974,1:18.663,24
9,11,Mark Webber,Williams Cosworth,1:16.531,1:16.129,,12
16,12,Nick Heidfeld,Sauber BMW,1:16.686,1:16.294,,13
15,13,Christian Klien,RBR Ferrari,1:16.921,1:16.433,,12
11,14,Rubens Barrichello,Honda,1:17.022,1:17.027,,12
21,15,Scott Speed,STR Cosworth,1:17.117,1:17.063,,17
19,16,Christijan Albers,MF1 Toyota,1:16.962,1:17.105,,11
20,17,Vitantonio Liuzzi,STR Cosworth,1:17.164,,,8
17,18,Jacques Villeneuve,Sauber BMW,1:17.304,,,3
12,19,Jenson Button,Honda,1:17.495,,,7
18,20,Tiago Monteiro,MF1 Toyota,1:17.589,,,7
23,21,Franck Montagny,Super Aguri Honda,1:18.637,,,6
22,22,Takuma Sato,Super Aguri Honda,1:18.845,,,6
