,Position,Driver,Car,Laps,Time,Points
5,1,Michael Schumacher,Ferrari,70,1:32:07.803,10
1,2,Fernando Alonso,Renault,70,+10.131s,8
6,3,Felipe Massa,Ferrari,70,+22.546s,6
7,4,Ralf Schumacher,Toyota,70,+27.212s,5
3,5,Kimi Räikkönen,McLaren Mercedes,70,+33.006s,4
2,6,Giancarlo Fisichella,Renault,70,+45.265s,3
4,7,Pedro de la Rosa,McLaren Mercedes,70,+49.407s,2
16,8,Nick Heidfeld,Sauber BMW,69,+1 lap,1
14,9,David Coulthard,RBR Ferrari,69,+1 lap,0
21,10,Scott Speed,STR Cosworth,69,+1 lap,0
17,11,Jacques Villeneuve,Sauber BMW,69,+1 lap,0
15,12,Christian Klien,RBR Ferrari,69,+1 lap,0
20,13,Vitantonio Liuzzi,STR Cosworth,69,+1 lap,0
10,14,Nico Rosberg,Williams Cosworth,68,+2 laps,0
19,15,Christijan Albers,MF1 Toyota,68,+2 laps,0
23,16,Franck Montagny,Super Aguri Honda,67,+3 laps,0
12,NC,Jenson Button,Honda,61,DNF,0
9,NC,Mark Webber,Williams Cosworth,53,DNF,0
8,NC,Jarno Trulli,Toyota,39,DNF,0
11,NC,Rubens Barrichello,Honda,18,DNF,0
18,NC,Tiago Monteiro,MF1 Toyota,11,DNF,0
22,NC,Takuma Sato,Super Aguri Honda,0,DNF,0
