,Position,Driver,Car,Time
1,1,Niki Lauda,Ferrari,1:19.350
11,2,James Hunt,McLaren Ford,1:19.410
5,3,Mario Andretti,Lotus Ford,1:19.760
2,4,Clay Regazzoni,Ferrari,1:20.050
4,5,Patrick Depailler,Tyrrell Ford,1:20.150
22,6,Chris Amon,Ensign Ford,1:20.270
10,7,Ronnie Peterson,March Ford,1:20.290
3,8,Jody Scheckter,Tyrrell Ford,1:20.310
35,9,Arturo Merzario,March Ford,1:20.320
9,10,Vittorio Brambilla,March Ford,1:20.360
28,11,John Watson,Penske Ford,1:20.410
12,12,Jochen Mass,McLaren Ford,1:20.610
26,13,Jacques Laffite,Ligier Matra,1:20.670
6,14,Gunnar Nilsson,Lotus Ford,1:20.670
7,15,Carlos Reutemann,Brabham Alfa Romeo,1:20.990
8,16,Carlos Pace,Brabham Alfa Romeo,1:21.030
34,17,Hans-Joachim Stuck,March Ford,1:21.200
18,18,Brett Lunger,Surtees Ford,1:21.300
19,19,Alan  Jones,Surtees Ford,1:21.420
16,20,Tom Pryce,Shadow Ford,1:21.840
30,21,Emerson Fittipaldi,Fittipaldi Ford,1:22.060
32,22,Bob Evans,Brabham Ford,1:22.470
24,23,Harald Ertl,Hesketh Ford,1:22.750
17,24,Jean-Pierre Jarier,Shadow Ford,1:22.720
25,25,Guy Edwards,Hesketh Ford,1:22.760
38,26,Henri Pescarolo,Surtees Ford,1:22.760
