,Position,Driver,Car,Laps,Time,Points
11,DQ,James Hunt,McLaren Ford,76,,0
1,1,Niki Lauda,Ferrari,76,OK,9
3,2,Jody Scheckter,Tyrrell Ford,76,+16.180s,6
28,3,John Watson,Penske Ford,75,+1 lap,4
16,4,Tom Pryce,Shadow Ford,75,+1 lap,3
19,5,Alan  Jones,Surtees Ford,75,+1 lap,2
30,6,Emerson Fittipaldi,Fittipaldi Ford,74,+2 laps,1
24,7,Harald Ertl,Hesketh Ford,73,+3 laps,0
8,8,Carlos Pace,Brabham Alfa Romeo,73,+3 laps,0
17,9,Jean-Pierre Jarier,Shadow Ford,70,+6 laps,0
6,NC,Gunnar Nilsson,Lotus Ford,67,DNF,0
10,NC,Ronnie Peterson,March Ford,60,DNF,0
18,NC,Brett Lunger,Surtees Ford,55,DNF,0
4,NC,Patrick Depailler,Tyrrell Ford,47,DNF,0
7,NC,Carlos Reutemann,Brabham Alfa Romeo,46,DNF,0
35,NC,Arturo Merzario,March Ford,39,DNF,0
2,NC,Clay Regazzoni,Ferrari,36,DNF,0
26,NC,Jacques Laffite,Ligier Matra,31,DNF,0
32,NC,Bob Evans,Brabham Alfa Romeo,31,DNF,0
9,NC,Vittorio Brambilla,March Ford,22,DNF,0
38,NC,Henri Pescarolo,Surtees Ford,16,DNF,0
22,NC,Chris Amon,Ensign Ford,8,DNF,0
5,NC,Mario Andretti,Lotus Ford,4,DNF,0
12,NC,Jochen Mass,McLaren Ford,1,DNF,0
34,NC,Hans-Joachim Stuck,March Ford,0,DNF,0
25,NC,Guy Edwards,Hesketh Ford,0,DNF,0
