,Position,Driver,Car,Laps,Time,Points
5,1,Sebastian Vettel,RBR Renault,55,1:39:36.837,25
2,2,Lewis Hamilton,McLaren Mercedes,55,+10.162s,18
1,3,Jenson Button,McLaren Mercedes,55,+11.047s,15
4,4,Nico Rosberg,Mercedes,55,+30.747s,12
11,5,Robert Kubica,Renault,55,+39.026s,10
12,6,Vitaly Petrov,Renault,55,+43.520s,8
8,7,Fernando Alonso,Ferrari,55,+43.797s,6
6,8,Mark Webber,RBR Renault,55,+44.243s,4
17,9,Jaime Alguersuari,STR Ferrari,55,+50.201s,2
7,10,Felipe Massa,Ferrari,55,+50.868s,1
22,11,Nick Heidfeld,Sauber Ferrari,55,+51.551s,0
9,12,Rubens Barrichello,Williams Cosworth,55,+57.686s,0
14,13,Adrian Sutil,Force India Mercedes,55,+58.325s,0
23,14,Kamui Kobayashi,Sauber Ferrari,55,+59.558s,0
16,15,Sebastien Buemi,STR Ferrari,55,+63.178s,0
10,16,Nico Hulkenberg,Williams Cosworth,55,+64.763s,0
19,17,Heikki Kovalainen,Lotus Cosworth,54,+1 lap,0
25,18,Lucas di Grassi,Virgin Cosworth,53,+2 laps,0
21,19,Bruno Senna,HRT Cosworth,53,+2 laps,0
20,20,Christian Klien,HRT Cosworth,53,+2 laps,0
18,21,Jarno Trulli,Lotus Cosworth,51,+4 laps,0
24,NC,Timo Glock,Virgin Cosworth,43,DNF,0
3,NC,Michael Schumacher,Mercedes,0,DNF,0
15,NC,Vitantonio Liuzzi,Force India Mercedes,0,DNF,0
