,Position,Driver,Car,Q1,Q2,Q3,Laps
5,1,Sebastian Vettel,RBR Renault,1:40.318,1:39.874,1:39.394,17
2,2,Lewis Hamilton,McLaren Mercedes,1:40.335,1:40.119,1:39.425,19
8,3,Fernando Alonso,Ferrari,1:40.170,1:40.311,1:39.792,21
1,4,Jenson Button,McLaren Mercedes,1:40.877,1:40.014,1:39.823,23
6,5,Mark Webber,RBR Renault,1:40.690,1:40.074,1:39.925,20
7,6,Felipe Massa,Ferrari,1:40.942,1:40.323,1:40.202,19
9,7,Rubens Barrichello,Williams Cosworth,1:40.904,1:40.476,1:40.203,26
3,8,Michael Schumacher,Mercedes,1:41.222,1:40.452,1:40.516,20
4,9,Nico Rosberg,Mercedes,1:40.231,1:40.060,1:40.589,25
12,10,Vitaly Petrov,Renault,1:41.018,1:40.658,1:40.901,21
11,11,Robert Kubica,Renault,1:41.336,1:40.780,,13
23,12,Kamui Kobayashi,Sauber Ferrari,1:41.045,1:40.783,,14
14,13,Adrian Sutil,Force India Mercedes,1:41.473,1:40.914,,18
22,14,Nick Heidfeld,Sauber Ferrari,1:41.409,1:41.113,,17
10,15,Nico Hulkenberg,Williams Cosworth,1:41.015,1:41.418,,18
15,16,Vitantonio Liuzzi,Force India Mercedes,1:41.681,1:41.642,,18
17,17,Jaime Alguersuari,STR Ferrari,1:41.707,1:41.738,,18
16,18,Sebastien Buemi,STR Ferrari,1:41.824,,,11
18,19,Jarno Trulli,Lotus Cosworth,1:43.516,,,11
19,20,Heikki Kovalainen,Lotus Cosworth,1:43.712,,,11
24,21,Timo Glock,Virgin Cosworth,1:44.095,,,10
25,22,Lucas di Grassi,Virgin Cosworth,1:44.510,,,9
21,23,Bruno Senna,HRT Cosworth,1:45.085,,,10
20,24,Christian Klien,HRT Cosworth,1:45.296,,,10
