,Position,Driver,Car,Time
5,1,Sebastian Vettel,RBR Renault,1:39.394
2,2,Lewis Hamilton,McLaren Mercedes,1:39.425
8,3,Fernando Alonso,Ferrari,1:39.792
1,4,Jenson Button,McLaren Mercedes,1:39.823
6,5,Mark Webber,RBR Renault,1:39.925
7,6,Felipe Massa,Ferrari,1:40.202
9,7,Rubens Barrichello,Williams Cosworth,1:40.203
3,8,Michael Schumacher,Mercedes,1:40.516
4,9,Nico Rosberg,Mercedes,1:40.589
12,10,Vitaly Petrov,Renault,1:40.901
11,11,Robert Kubica,Renault,1:40.780
23,12,Kamui Kobayashi,Sauber Ferrari,1:40.783
14,13,Adrian Sutil,Force India Mercedes,1:40.914
22,14,Nick Heidfeld,Sauber Ferrari,1:41.113
10,15,Nico Hulkenberg,Williams Cosworth,1:41.418
15,16,Vitantonio Liuzzi,Force India Mercedes,1:41.642
17,17,Jaime Alguersuari,STR Ferrari,1:41.738
16,18,Sebastien Buemi,STR Ferrari,1:41.824
18,19,Jarno Trulli,Lotus Cosworth,1:43.516
19,20,Heikki Kovalainen,Lotus Cosworth,1:43.712
24,21,Timo Glock,Virgin Cosworth,1:44.095
25,22,Lucas di Grassi,Virgin Cosworth,1:44.510
21,23,Bruno Senna,HRT Cosworth,1:45.085
20,24,Christian Klien,HRT Cosworth,1:45.296
