,Position,Driver,Car,Lap,Time,Avg Speed
5,1,Michael Schumacher,Ferrari,74,1:15.143,160.014
3,2,Kimi Räikkönen,McLaren Mercedes,19,1:15.325,159.628
1,3,Fernando Alonso,Renault,11,1:15.671,158.898
9,4,Mark Webber,Williams Cosworth,23,1:15.680,158.879
2,5,Giancarlo Fisichella,Renault,58,1:15.919,158.379
4,6,Juan Pablo Montoya,McLaren Mercedes,20,1:16.008,158.193
6,7,Felipe Massa,Ferrari,40,1:16.612,156.946
8,8,Jarno Trulli,Toyota,30,1:17.180,155.791
10,9,Nico Rosberg,Williams Cosworth,43,1:17.227,155.696
12,10,Jenson Button,Honda,59,1:17.300,155.549
16,11,Nick Heidfeld,Sauber BMW,72,1:17.319,155.511
11,12,Rubens Barrichello,Honda,67,1:17.320,155.509
18,13,Tiago Monteiro,MF1 Toyota,71,1:17.329,155.491
21,14,Scott Speed,STR Cosworth,77,1:17.481,155.186
7,15,Ralf Schumacher,Toyota,72,1:17.540,155.068
19,16,Christijan Albers,MF1 Toyota,77,1:17.603,154.942
20,17,Vitantonio Liuzzi,STR Cosworth,75,1:17.660,154.828
17,18,Jacques Villeneuve,Sauber BMW,74,1:17.767,154.615
14,19,David Coulthard,RBR Ferrari,45,1:17.849,154.452
15,20,Christian Klien,RBR Ferrari,19,1:17.930,154.292
22,21,Takuma Sato,Super Aguri Honda,39,1:18.793,152.602
23,22,Franck Montagny,Super Aguri Honda,72,1:19.104,152.002
