,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Fernando Alonso,Renault,1:14.232,1:13.622,1:13.962,25
9,2,Mark Webber,Williams Cosworth,1:14.305,1:13.728,1:14.082,31
3,3,Kimi Räikkönen,McLaren Mercedes,1:13.887,1:13.532,1:14.140,26
4,4,Juan Pablo Montoya,McLaren Mercedes,1:14.483,1:14.295,1:14.664,32
11,5,Rubens Barrichello,Honda,1:14.766,1:14.312,1:15.804,31
8,6,Jarno Trulli,Toyota,1:14.883,1:14.211,1:15.857,24
14,7,David Coulthard,RBR Ferrari,1:15.090,1:13.687,1:16.426,30
10,8,Nico Rosberg,Williams Cosworth,1:14.888,1:13.909,1:16.636,33
2,9,Giancarlo Fisichella,Renault,1:14.614,1:13.647,1:17.260,26
7,10,Ralf Schumacher,Toyota,1:14.412,1:14.398,,14
15,11,Christian Klien,RBR Ferrari,1:14.489,1:14.747,,12
20,12,Vitantonio Liuzzi,STR Cosworth,1:15.314,1:14.969,,20
12,13,Jenson Button,Honda,1:15.085,1:14.982,,17
17,14,Jacques Villeneuve,Sauber BMW,1:15.316,1:15.052,,16
16,15,Nick Heidfeld,Sauber BMW,1:15.324,1:15.137,,20
19,16,Christijan Albers,MF1 Toyota,1:15.598,,,8
18,17,Tiago Monteiro,MF1 Toyota,1:15.993,,,8
21,18,Scott Speed,STR Cosworth,1:16.236,,,7
22,19,Takuma Sato,Super Aguri Honda,1:17.276,,,6
23,20,Franck Montagny,Super Aguri Honda,1:17.502,,,7
6,21,Felipe Massa,Ferrari,DNF,,,2
