,Position,Driver,Car,Laps,Time,Points
1,1,Fernando Alonso,Renault,78,1:43:43.116,10
4,2,Juan Pablo Montoya,McLaren Mercedes,78,+14.567s,8
14,3,David Coulthard,RBR Ferrari,78,+52.298s,6
11,4,Rubens Barrichello,Honda,78,+53.337s,5
5,5,Michael Schumacher,Ferrari,78,+53.830s,4
2,6,Giancarlo Fisichella,Renault,78,+62.072s,3
16,7,Nick Heidfeld,Sauber BMW,77,+1 lap,2
7,8,Ralf Schumacher,Toyota,77,+1 lap,1
6,9,Felipe Massa,Ferrari,77,+1 lap,0
20,10,Vitantonio Liuzzi,STR Cosworth,77,+1 lap,0
12,11,Jenson Button,Honda,77,+1 lap,0
19,12,Christijan Albers,MF1 Toyota,77,+1 lap,0
21,13,Scott Speed,STR Cosworth,77,+1 lap,0
17,14,Jacques Villeneuve,Sauber BMW,77,+1 lap,0
18,15,Tiago Monteiro,MF1 Toyota,76,+2 laps,0
23,16,Franck Montagny,Super Aguri Honda,75,+3 laps,0
8,17,Jarno Trulli,Toyota,72,DNF,0
15,NC,Christian Klien,RBR Ferrari,56,DNF,0
10,NC,Nico Rosberg,Williams Cosworth,51,DNF,0
3,NC,Kimi Räikkönen,McLaren Mercedes,50,DNF,0
9,NC,Mark Webber,Williams Cosworth,48,DNF,0
22,NC,Takuma Sato,Super Aguri Honda,46,DNF,0
