,Position,Driver,Car,Time
5,1,Damon Hill,Williams Renault,1:26.875
6,2,Jacques Villeneuve,Williams Renault,1:27.070
1,3,Michael Schumacher,Ferrari,1:27.707
7,4,Mika Hakkinen,McLaren Mercedes,1:27.856
3,5,Jean Alesi,Benetton Renault,1:28.307
11,6,Rubens Barrichello,Jordan Peugeot,1:28.409
4,7,Gerhard Berger,Benetton Renault,1:28.653
12,8,Martin Brundle,Jordan Peugeot,1:28.946
8,9,David Coulthard,McLaren Mercedes,1:28.966
2,10,Eddie Irvine,Ferrari,1:29.186
15,11,Heinz-Harald Frentzen,Sauber Ford,1:29.591
18,12,Ukyo Katayama,Tyrrell Yamaha,1:29.913
14,13,Johnny Herbert,Sauber Ford,1:29.947
19,14,Mika Salo,Tyrrell Yamaha,1:29.949
17,15,Jos Verstappen,Footwork Hart,1:30.102
9,16,Olivier Panis,Ligier Mugen Honda,1:30.167
10,17,Pedro Diniz,Ligier Mugen Honda,1:31.076
21,18,Giancarlo Fisichella,Minardi Ford,1:31.365
20,19,Pedro Lamy,Minardi Ford,1:31.454
16,20,Ricardo Rosset,Footwork Hart,
