,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
7,1,Kimi Räikkönen,Ferrari,52,1:23.086,189.822,15:18:53
6,2,Nico Rosberg,Mercedes,60,1:23.670,188.497,15:29:46
44,3,Lewis Hamilton,Mercedes,69,1:23.849,188.095,15:42:24
5,4,Sebastian Vettel,Ferrari,59,1:24.383,186.904,15:28:37
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,60,1:24.608,186.407,15:30:00
26,6,Daniil Kvyat,Toro Rosso Ferrari,48,1:24.669,186.273,15:14:27
33,7,Max Verstappen,Red Bull Racing TAG Heuer,40,1:24.687,186.234,15:01:47
14,8,Fernando Alonso,McLaren Honda,62,1:24.958,185.639,15:33:50
11,9,Sergio Perez,Force India Mercedes,65,1:25.021,185.502,15:38:43
55,10,Carlos Sainz,Toro Rosso Ferrari,67,1:25.103,185.323,15:41:07
77,11,Valtteri Bottas,Williams Mercedes,59,1:25.273,184.954,15:29:40
19,12,Felipe Massa,Williams Mercedes,68,1:25.296,184.904,15:44:13
27,13,Nico Hulkenberg,Force India Mercedes,69,1:25.392,184.696,15:44:12
9,14,Marcus Ericsson,Sauber Ferrari,47,1:25.475,184.517,15:13:39
12,15,Felipe Nasr,Sauber Ferrari,66,1:25.676,184.084,15:40:28
30,16,Jolyon Palmer,Renault,41,1:25.743,183.940,15:04:00
21,17,Esteban Gutierrez ,Haas Ferrari,39,1:25.955,183.486,15:01:12
8,18,Romain Grosjean,Haas Ferrari,56,1:25.958,183.480,15:25:52
20,19,Kevin Magnussen,Renault,39,1:26.230,182.901,15:01:15
94,20,Pascal Wehrlein,MRT Mercedes,47,1:26.524,182.280,15:13:35
22,21,Jenson Button,McLaren Honda,9,1:26.744,181.817,14:17:19
88,22,Rio Haryanto,MRT Mercedes,64,1:27.791,179.649,15:39:09
