,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Nico Rosberg,Mercedes,1:33.302,1:22.806,1:19.965,29
44,2,Lewis Hamilton,Mercedes,1:34.210,1:24.836,1:20.108,28
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:39.968,1:23.234,1:20.280,27
33,4,Max Verstappen,Red Bull Racing TAG Heuer,1:40.424,1:22.660,1:20.557,27
5,5,Sebastian Vettel,Ferrari,1:35.718,1:24.082,1:20.874,25
55,6,Carlos Sainz,Toro Rosso Ferrari,1:36.115,1:24.734,1:21.131,28
14,7,Fernando Alonso,McLaren Honda,1:35.165,1:23.816,1:21.211,28
22,8,Jenson Button,McLaren Honda,1:37.983,1:24.456,1:21.597,25
27,9,Nico Hulkenberg,Force India Mercedes,1:41.471,1:23.901,1:21.823,24
77,10,Valtteri Bottas,Williams Mercedes,1:42.758,1:24.506,1:22.182,26
8,11,Romain Grosjean,Haas Ferrari,1:35.906,1:24.941,,18
26,12,Daniil Kvyat,Toro Rosso Ferrari,1:36.714,1:25.301,,21
11,13,Sergio Perez,Force India Mercedes,1:41.411,1:25.416,,16
7,14,Kimi Räikkönen,Ferrari,1:36.853,1:25.435,,20
21,15,Esteban Gutierrez ,Haas Ferrari,1:38.959,1:26.189,,18
12,16,Felipe Nasr,Sauber Ferrari,1:37.772,1:27.063,,21
30,NC,Jolyon Palmer,Renault,1:43.965,,,9
19,NC,Felipe Massa,Williams Mercedes,1:43.999,,,7
20,NC,Kevin Magnussen,Renault,1:44.543,,,9
9,NC,Marcus Ericsson,Sauber Ferrari,1:46.984,,,5
94,NC,Pascal Wehrlein,MRT Mercedes,1:47.343,,,9
88,NC,Rio Haryanto,MRT Mercedes,1:50.189,,,9
