,Position,Driver,Car,Time
6,1,Nico Rosberg,Mercedes,1:19.965
44,2,Lewis Hamilton,Mercedes,1:20.108
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:20.280
33,4,Max Verstappen,Red Bull Racing TAG Heuer,1:20.557
5,5,Sebastian Vettel,Ferrari,1:20.874
55,6,Carlos Sainz,Toro Rosso Ferrari,1:21.131
14,7,Fernando Alonso,McLaren Honda,1:21.211
22,8,Jenson Button,McLaren Honda,1:21.597
27,9,Nico Hulkenberg,Force India Mercedes,1:21.823
77,10,Valtteri Bottas,Williams Mercedes,1:22.182
8,11,Romain Grosjean,Haas Ferrari,1:24.941
26,12,Daniil Kvyat,Toro Rosso Ferrari,1:25.301
11,13,Sergio Perez,Force India Mercedes,1:25.416
7,14,Kimi Räikkönen,Ferrari,1:25.435
21,15,Esteban Gutierrez ,Haas Ferrari,1:26.189
12,16,Felipe Nasr,Sauber Ferrari,1:27.063
30,17,Jolyon Palmer,Renault,1:43.965
19,18,Felipe Massa,Williams Mercedes,1:43.999
20,19,Kevin Magnussen,Renault,1:44.543
94,20,Pascal Wehrlein,MRT Mercedes,1:47.343
88,21,Rio Haryanto,MRT Mercedes,1:50.189
