,Position,Driver,Car,Laps,Time,Points
22,1,Jo Siffert,Lotus Ford,80,2:01:20.300,9
5,2,Chris Amon,Ferrari,80,+4.400s,6
6,3,Jacky Ickx,Ferrari,79,+1 lap,4
1,4,Denny Hulme,McLaren Ford,79,+1 lap,3
7,5,John Surtees,Honda,78,+2 laps,2
14,6,Jackie Stewart,Matra Ford,78,+2 laps,1
2,7,Bruce McLaren,McLaren Ford,77,+3 laps,0
20,8,Piers   Courage,BRM,72,+8 laps,0
4,NC,Jochen Rindt,Brabham Repco,55,DNF,0
10,NC,Pedro Rodriguez,BRM,52,DNF,0
19,NC,Silvio  Moser ,Brabham Repco,52,+28 laps,0
9,NC,Jackie Oliver,Lotus Ford,43,DNF,0
16,NC,Robin   Widdows,Cooper BRM,34,DNF,0
15,NC,Vic  Elford ,Cooper BRM,26,DNF,0
8,NC,Graham Hill,Lotus Ford,26,DNF,0
18,NC,Jean-Pierre Beltoise,Matra,11,DNF,0
11,NC,Richard Attwood,BRM,10,DNF,0
24,NC,Dan Gurney,Eagle Weslake,8,DNF,0
23,NC,Jo Bonnier,Mclaren BRM,6,DNF,0
3,NC,Jack Brabham,Brabham Repco,0,DNF,0
