,Position,Driver,Car,Time
8,1,Graham Hill,Lotus Ford,1:28.900
9,2,Jackie Oliver,Lotus Ford,1:29.400
5,3,Chris Amon,Ferrari,1:29.500
22,4,Jo Siffert,Cooper Maserati,1:29.700
4,5,Jochen Rindt,Brabham Climax,1:29.900
24,6,Dan Gurney,McLaren Ford,1:30.000
14,7,Jackie Stewart,Matra Ford,1:30.000
3,8,Jack Brabham,Brabham Climax,1:30.200
7,9,John Surtees,Honda,1:30.300
2,10,Bruce McLaren,McLaren Ford,1:30.400
1,11,Denny Hulme,McLaren Ford,1:30.400
6,12,Jacky Ickx,Ferrari,1:31.000
10,13,Pedro Rodriguez,BRM,1:31.600
18,14,Jean-Pierre Beltoise,Matra Ford,1:31.600
11,15,Richard Attwood,BRM,1:31.700
20,16,Piers   Courage,BRM,1:32.300
15,17,Vic  Elford ,Cooper BRM,1:33.000
16,18,Robin   Widdows,Cooper BRM,1:34.000
19,19,Silvio  Moser ,Brabham Repco,1:35.400
23,20,Jo Bonnier,Honda,1:36.800
