,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:22.318,1:28.166,1:25.425,25
10,2,Lewis Hamilton,Mercedes,1:23.801,1:27.649,1:25.512,31
17,3,Valtteri Bottas,Williams Renault,1:23.446,1:28.419,1:25.897,30
9,4,Nico Rosberg,Mercedes,1:23.840,1:28.420,1:26.008,32
2,5,Mark Webber,Red Bull Racing Renault,1:23.247,1:28.145,1:26.208,30
3,6,Fernando Alonso,Ferrari,1:23.224,1:28.788,1:26.504,30
18,7,Jean-Eric Vergne,STR Ferrari,1:24.159,1:28.527,1:26.543,32
15,8,Adrian Sutil,Force India Mercedes,1:24.551,1:28.799,1:27.348,29
7,9,Kimi Räikkönen,Lotus Renault,1:24.451,1:28.667,1:27.432,32
19,10,Daniel Ricciardo,STR Ferrari,1:24.770,1:29.359,1:27.946,31
11,11,Nico Hulkenberg,Sauber Ferrari,1:23.899,1:29.435,,22
6,12,Sergio Perez,McLaren Mercedes,1:24.176,1:29.761,,23
16,13,Pastor Maldonado,Williams Renault,1:24.776,1:29.917,,24
5,14,Jenson Button,McLaren Mercedes,1:24.021,1:30.068,,22
12,15,Esteban Gutierrez ,Sauber Ferrari,1:24.408,1:30.315,,24
4,16,Felipe Massa,Ferrari,1:23.735,1:30.354,,20
14,17,Paul di Resta,Force India Mercedes,1:24.908,,,12
20,18,Charles Pic,Caterham Renault,1:25.626,,,10
8,19,Romain Grosjean,Lotus Renault,1:25.716,,,13
22,20,Jules Bianchi,Marussia Cosworth,1:26.508,,,12
23,21,Max Chilton,Marussia Cosworth,1:27.062,,,12
21,22,Giedo van der Garde,Caterham Renault,1:27.110,,,10
