,Position,Driver,Car,Lap,Time,Avg Speed
2,1,Mark Webber,Red Bull Racing Renault,69,1:16.182,206.080
3,2,Fernando Alonso,Ferrari,69,1:16.203,206.023
10,3,Lewis Hamilton,Mercedes,69,1:16.354,205.615
9,4,Nico Rosberg,Mercedes,70,1:16.534,205.132
1,5,Sebastian Vettel,Red Bull Racing Renault,55,1:16.561,205.060
4,6,Felipe Massa,Ferrari,69,1:16.939,204.052
6,7,Sergio Perez,McLaren Mercedes,69,1:17.369,202.918
5,8,Jenson Button,McLaren Mercedes,68,1:17.458,202.685
8,9,Romain Grosjean,Lotus Renault,62,1:17.607,202.296
15,10,Adrian Sutil,Force India Mercedes,68,1:17.694,202.069
7,11,Kimi Räikkönen,Lotus Renault,61,1:17.766,201.882
14,12,Paul di Resta,Force India Mercedes,63,1:17.841,201.688
18,13,Jean-Eric Vergne,STR Ferrari,61,1:17.909,201.512
17,14,Valtteri Bottas,Williams Renault,63,1:18.004,201.266
16,15,Pastor Maldonado,Williams Renault,68,1:18.105,201.006
19,16,Daniel Ricciardo,STR Ferrari,68,1:18.257,200.615
22,17,Jules Bianchi,Marussia Cosworth,68,1:18.873,199.049
11,18,Nico Hulkenberg,Sauber Ferrari,40,1:19.056,198.588
20,19,Charles Pic,Caterham Renault,60,1:19.380,197.777
12,20,Esteban Gutierrez ,Sauber Ferrari,52,1:19.478,197.533
23,21,Max Chilton,Marussia Cosworth,67,1:19.566,197.315
21,22,Giedo van der Garde,Caterham Renault,42,1:21.811,191.900
