,Position,Driver,Car,Laps,Time,Points
5,1,Mario Andretti,Lotus Ford,52,1:37:04.470,9
1,2,Niki Lauda,Brabham Alfa Romeo,52,+13.210s,6
4,3,Patrick Depailler,Tyrrell Ford,52,+13.640s,4
7,4,James Hunt,McLaren Ford,52,+16.050s,3
6,5,Ronnie Peterson,Lotus Ford,52,+74.850s,2
8,6,Patrick Tambay,McLaren Ford,52,+79.900s,1
11,7,Carlos Reutemann,Ferrari,52,+82.600s,0
12,8,Gilles Villeneuve,Ferrari,52,+98.880s,0
14,9,Emerson Fittipaldi,Fittipaldi Ford,52,+100.600s,0
20,10,Jody Scheckter,Wolf Ford,52,+103.500s,0
9,11,Jochen Mass,ATS Ford,52,+109.070s,0
10,12,Jean-Pierre Jarier,ATS Ford,51,+1 lap,0
30,13,Brett Lunger,McLaren Ford,51,+1 lap,0
3,14,Didier Pironi,Tyrrell Ford,51,+1 lap,0
17,15,Clay Regazzoni,Shadow Ford,51,+1 lap,0
26,16,Jacques Laffite,Ligier Matra,50,DNF,0
16,17,Hans-Joachim Stuck,Shadow Ford,50,+2 laps,0
19,18,Vittorio Brambilla,Surtees Ford,50,+2 laps,0
2,NC,John Watson,Brabham Alfa Romeo,41,DNF,0
27,NC,Alan  Jones,Williams Ford,36,DNF,0
22,NC,Danny Ongais,Ensign Ford,35,DNF,0
23,NC,Lamberto Leoni,Ensign Ford,28,DNF,0
37,NC,Arturo Merzario,Merzario Ford,9,DNF,0
18,NC,Rupert Keegan,Surtees Ford,4,DNF,0
