,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:24.585,1:23.082,1:22.868,28
77,2,Valtteri Bottas,Mercedes,1:25.047,1:23.579,1:22.998,27
33,3,Max Verstappen,Red Bull Racing Honda,1:24.592,1:23.732,1:23.196,25
16,4,Charles Leclerc,Ferrari,1:24.869,1:24.015,1:23.265,30
10,5,Pierre Gasly,AlphaTauri Honda,1:24.704,1:23.817,1:23.326,24
14,6,Fernando Alonso,Alpine Renault,1:25.174,1:23.914,1:23.477,24
11,7,Sergio Perez,Red Bull Racing Honda,1:24.963,1:23.961,1:23.706,24
4,8,Lando Norris,McLaren Mercedes,1:25.138,1:24.642,1:23.954,25
18,9,Lance Stroll,Aston Martin Mercedes,1:25.511,1:24.601,1:24.305,23
22,10,Yuki Tsunoda,AlphaTauri Honda,1:25.409,1:24.054,1:24.368,24
5,11,Sebastian Vettel,Aston Martin Mercedes,1:25.787,1:24.795,,19
31,12,Esteban Ocon,Alpine Renault,1:25.422,1:24.842,,18
63,13,George Russell,Williams Mercedes,1:25.417,1:25.007,,20
47,14,Mick Schumacher,Haas Ferrari,1:25.555,1:25.200,,19
55,15,Carlos Sainz,Ferrari,1:25.177,DNS,,13
3,16,Daniel Ricciardo,McLaren Mercedes,1:25.881,,,10
6,17,Nicholas Latifi,Williams Mercedes,1:26.086,,,10
99,18,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:26.430,,,11
7,19,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:27.525,,,11
9,20,Nikita Mazepin,Haas Ferrari,1:28.449,,,10
