,Position,Driver,Car,Lap,Time,Avg Speed
9,1,Jarno Trulli,Toyota,10,1:34.556,206.049
10,2,Timo Glock,Toyota,6,1:34.574,206.010
22,3,Jenson Button,Brawn Mercedes,11,1:34.588,205.979
15,4,Sebastian Vettel,RBR Renault,16,1:34.756,205.614
23,5,Rubens Barrichello,Brawn Mercedes,25,1:34.901,205.300
1,6,Lewis Hamilton,McLaren Mercedes,13,1:34.915,205.269
3,7,Felipe Massa,Ferrari,41,1:35.065,204.946
14,8,Mark Webber,RBR Renault,50,1:35.165,204.730
11,9,Sebastien Bourdais,STR Ferrari,30,1:35.410,204.205
8,10,Nelson Piquet,Renault,37,1:35.441,204.138
4,11,Kimi Räikkönen,Ferrari,42,1:35.498,204.016
2,12,Heikki Kovalainen,McLaren Mercedes,54,1:35.520,203.969
5,13,Robert Kubica,Sauber BMW,50,1:35.706,203.573
7,14,Fernando Alonso,Renault,29,1:35.722,203.539
16,15,Nico Rosberg,Williams Toyota,37,1:35.816,203.339
6,16,Nick Heidfeld,Sauber BMW,52,1:35.924,203.110
17,17,Kazuki Nakajima,Williams Toyota,39,1:36.153,202.627
20,18,Adrian Sutil,Force India Mercedes,28,1:36.219,202.488
21,19,Giancarlo Fisichella,Force India Mercedes,9,1:36.376,202.158
12,20,Sebastien Buemi,STR Ferrari,38,1:36.473,201.954
