,Position,Driver,Car,Time / Gap,Laps
16,1,Nico Rosberg,Williams Toyota,1:33.339,36
7,2,Fernando Alonso,Renault,+0.191s,25
9,3,Jarno Trulli,Toyota,+0.277s,37
15,4,Sebastian Vettel,RBR Renault,+0.322s,29
14,5,Mark Webber,RBR Renault,+0.337s,32
22,6,Jenson Button,Brawn Mercedes,+0.355s,35
20,7,Adrian Sutil,Force India Mercedes,+0.424s,30
10,8,Timo Glock,Toyota,+0.425s,37
23,9,Rubens Barrichello,Brawn Mercedes,+0.546s,30
17,10,Kazuki Nakajima,Williams Toyota,+0.560s,36
1,11,Lewis Hamilton,McLaren Mercedes,+0.655s,30
21,12,Giancarlo Fisichella,Force India Mercedes,+0.686s,23
12,13,Sebastien Buemi,STR Ferrari,+0.788s,37
11,14,Sebastien Bourdais,STR Ferrari,+1.027s,26
8,15,Nelson Piquet,Renault,+1.072s,29
3,16,Felipe Massa,Ferrari,+1.225s,34
5,17,Robert Kubica,Sauber BMW,+1.266s,31
4,18,Kimi Räikkönen,Ferrari,+1.331s,28
2,19,Heikki Kovalainen,McLaren Mercedes,+1.425s,35
6,20,Nick Heidfeld,Sauber BMW,+1.451s,33
