,Position,Driver,Car,Q1,Q2,Q3,Laps
9,1,Jarno Trulli,Toyota,1:32.779,1:32.671,1:33.431,20
10,2,Timo Glock,Toyota,1:33.165,1:32.613,1:33.712,20
15,3,Sebastian Vettel,RBR Renault,1:32.680,1:32.474,1:34.015,18
22,4,Jenson Button,Brawn Mercedes,1:32.978,1:32.842,1:34.044,20
1,5,Lewis Hamilton,McLaren Mercedes,1:32.851,1:32.877,1:34.196,18
23,6,Rubens Barrichello,Brawn Mercedes,1:33.116,1:32.842,1:34.239,20
7,7,Fernando Alonso,Renault,1:33.627,1:32.860,1:34.578,20
3,8,Felipe Massa,Ferrari,1:33.297,1:33.014,1:34.818,19
16,9,Nico Rosberg,Williams Toyota,1:33.672,1:33.166,1:35.134,21
4,10,Kimi Räikkönen,Ferrari,1:33.117,1:32.827,1:35.380,19
2,11,Heikki Kovalainen,McLaren Mercedes,1:33.479,1:33.242,,14
17,12,Kazuki Nakajima,Williams Toyota,1:33.221,1:33.348,,13
5,13,Robert Kubica,Sauber BMW,1:33.495,1:33.487,,13
6,14,Nick Heidfeld,Sauber BMW,1:33.377,1:33.562,,13
8,15,Nelson Piquet,Renault,1:33.608,1:33.941,,18
20,16,Adrian Sutil,Force India Mercedes,1:33.722,,,10
12,17,Sebastien Buemi,STR Ferrari,1:33.753,,,9
21,18,Giancarlo Fisichella,Force India Mercedes,1:33.910,,,9
14,19,Mark Webber,RBR Renault,1:34.038,,,8
11,20,Sebastien Bourdais,STR Ferrari,1:34.159,,,9
