,Position,Driver,Car,Time
7,1,David Coulthard,McLaren Mercedes,1:25.852
3,2,Michael Schumacher,Ferrari,1:26.251
8,3,Mika Hakkinen,McLaren Mercedes,1:26.632
4,4,Eddie Irvine,Ferrari,1:26.780
10,5,Ralf Schumacher,Jordan Mugen Honda,1:26.827
2,6,Heinz-Harald Frentzen,Williams Mecachrome,1:26.876
1,7,Jacques Villeneuve,Williams Mecachrome,1:26.941
6,8,Alexander Wurz,Benetton Playlife,1:27.198
9,9,Damon Hill,Jordan Mugen Honda,1:27.483
5,10,Giancarlo Fisichella,Benetton Playlife,1:27.836
14,11,Jean Alesi,Sauber Petronas,1:27.839
15,12,Johnny Herbert,Sauber Petronas,1:28.016
21,13,Toranosuke Takagi,Tyrrell Ford,1:28.811
18,14,Rubens Barrichello,Stewart Ford,1:29.249
11,15,Olivier Panis,Prost Peugeot,1:29.320
12,16,Jarno Trulli,Prost Peugeot,1:29.352
17,17,Mika Salo,Arrows,1:29.617
16,18,Pedro Diniz,Arrows,1:30.022
22,19,Shinji Nakano,Minardi Ford,1:30.054
23,20,Esteban Tuero,Minardi Ford,1:30.158
20,21,Ricardo Rosset,Tyrrell Ford,1:30.437
19,22,Jan Magnussen,Stewart Ford,1:31.178
