,Position,Driver,Car,Time / Gap,Laps
7,1,David Coulthard,McLaren Mercedes,1:28.130,16
3,2,Michael Schumacher,Ferrari,+0.984s,22
8,3,Mika Hakkinen,McLaren Mercedes,+1.358s,15
1,4,Jacques Villeneuve,Williams Mecachrome,+1.480s,20
4,5,Eddie Irvine,Ferrari,+1.651s,29
10,6,Ralf Schumacher,Jordan Mugen Honda,+1.715s,24
21,7,Toranosuke Takagi,Tyrrell Ford,+1.924s,27
2,8,Heinz-Harald Frentzen,Williams Mecachrome,+2.187s,16
9,9,Damon Hill,Jordan Mugen Honda,+2.515s,35
14,10,Jean Alesi,Sauber Petronas,+2.729s,14
5,11,Giancarlo Fisichella,Benetton Playlife,+2.833s,22
15,12,Johnny Herbert,Sauber Petronas,+2.951s,16
11,13,Olivier Panis,Prost Peugeot,+3.167s,16
12,14,Jarno Trulli,Prost Peugeot,+3.298s,24
18,15,Rubens Barrichello,Stewart Ford,+3.597s,20
20,16,Ricardo Rosset,Tyrrell Ford,+3.631s,25
6,17,Alexander Wurz,Benetton Playlife,+3.720s,23
17,18,Mika Salo,Arrows,+4.127s,22
16,19,Pedro Diniz,Arrows,+4.530s,18
22,20,Shinji Nakano,Minardi Ford,+5.260s,19
23,21,Esteban Tuero,Minardi Ford,+5.601s,18
19,22,Jan Magnussen,Stewart Ford,+6.699s,18
