,Position,Driver,Car,Time / Gap,Laps
3,1,Michael Schumacher,Ferrari,1:27.737,20
7,2,David Coulthard,McLaren Mercedes,+0.552s,19
2,3,Heinz-Harald Frentzen,Williams Mecachrome,+0.610s,30
8,4,Mika Hakkinen,McLaren Mercedes,+0.764s,24
9,5,Damon Hill,Jordan Mugen Honda,+0.964s,32
4,6,Eddie Irvine,Ferrari,+1.250s,30
14,7,Jean Alesi,Sauber Petronas,+1.414s,30
1,8,Jacques Villeneuve,Williams Mecachrome,+1.877s,29
10,9,Ralf Schumacher,Jordan Mugen Honda,+1.896s,30
5,10,Giancarlo Fisichella,Benetton Playlife,+2.044s,36
6,11,Alexander Wurz,Benetton Playlife,+2.105s,16
12,12,Jarno Trulli,Prost Peugeot,+2.665s,28
18,13,Rubens Barrichello,Stewart Ford,+2.695s,18
11,14,Olivier Panis,Prost Peugeot,+2.985s,24
15,15,Johnny Herbert,Sauber Petronas,+3.071s,19
19,16,Jan Magnussen,Stewart Ford,+3.546s,21
16,17,Pedro Diniz,Arrows,+3.772s,28
20,18,Ricardo Rosset,Tyrrell Ford,+4.238s,26
17,19,Mika Salo,Arrows,+4.826s,14
23,20,Esteban Tuero,Minardi Ford,+5.146s,28
21,21,Toranosuke Takagi,Tyrrell Ford,+5.562s,24
22,22,Shinji Nakano,Minardi Ford,+5.938s,21
