,Position,Driver,Car,Q1,Q2,Q3,Laps
2,1,Lewis Hamilton,McLaren Mercedes,1:12.563,1:12.065,1:12.331,19
1,2,Fernando Alonso,McLaren Mercedes,1:12.416,1:11.926,1:12.500,18
5,3,Felipe Massa,Ferrari,1:12.731,1:12.180,1:12.703,20
6,4,Kimi Räikkönen,Ferrari,1:12.732,1:12.111,1:12.839,22
9,5,Nick Heidfeld,Sauber BMW,1:12.543,1:12.188,1:12.847,20
4,6,Heikki Kovalainen,Renault,1:12.998,1:12.599,1:13.308,24
10,7,Sebastian Vettel,Sauber BMW,1:12.711,1:12.644,1:13.513,24
12,8,Jarno Trulli,Toyota,1:13.186,1:12.828,1:13.789,26
15,9,Mark Webber,Red Bull Renault,1:13.425,1:12.788,1:13.871,25
3,10,Giancarlo Fisichella,Renault,1:13.168,1:12.603,1:13.953,24
14,11,David Coulthard,Red Bull Renault,1:13.424,1:12.873,,15
11,12,Ralf Schumacher,Toyota,1:12.851,1:12.920,,13
7,13,Jenson Button,Honda,1:13.306,1:12.998,,12
16,14,Nico Rosberg,Williams Toyota,1:13.128,1:13.060,,12
8,15,Rubens Barrichello,Honda,1:13.203,1:13.201,,12
23,16,Anthony Davidson,Super Aguri Honda,1:13.164,1:13.259,,13
17,17,Alexander Wurz,Williams Toyota,1:13.441,,,6
22,18,Takuma Sato,Super Aguri Honda,1:13.477,,,7
18,19,Vitantonio Liuzzi,STR Ferrari,1:13.484,,,7
19,20,Scott Speed,STR Ferrari,1:13.712,,,7
20,21,Adrian Sutil,Spyker Ferrari,1:14.122,,,6
21,22,Christijan Albers,Spyker Ferrari,1:14.597,,,7
