,Position,Driver,Car,Laps,Time,Points
2,1,Lewis Hamilton,McLaren Mercedes,73,1:31:09.965,10
1,2,Fernando Alonso,McLaren Mercedes,73,+1.518s,8
5,3,Felipe Massa,Ferrari,73,+12.842s,6
6,4,Kimi Räikkönen,Ferrari,73,+15.422s,5
4,5,Heikki Kovalainen,Renault,73,+41.402s,4
12,6,Jarno Trulli,Toyota,73,+66.703s,3
15,7,Mark Webber,Red Bull Renault,73,+67.331s,2
10,8,Sebastian Vettel,Sauber BMW,73,+67.783s,1
3,9,Giancarlo Fisichella,Renault,72,+1 lap,0
17,10,Alexander Wurz,Williams Toyota,72,+1 lap,0
23,11,Anthony Davidson,Super Aguri Honda,72,+1 lap,0
7,12,Jenson Button,Honda,72,+1 lap,0
19,13,Scott Speed,STR Ferrari,71,+2 laps,0
20,14,Adrian Sutil,Spyker Ferrari,71,+2 laps,0
21,15,Christijan Albers,Spyker Ferrari,70,+3 laps,0
16,16,Nico Rosberg,Williams Toyota,68,DNF,0
18,17,Vitantonio Liuzzi,STR Ferrari,68,DNF,0
9,NC,Nick Heidfeld,Sauber BMW,55,DNF,0
22,NC,Takuma Sato,Super Aguri Honda,13,DNF,0
14,NC,David Coulthard,Red Bull Renault,0,DNF,0
11,NC,Ralf Schumacher,Toyota,0,DNF,0
8,NC,Rubens Barrichello,Honda,0,DNF,0
