,Position,Driver,Car,Lap,Time,Avg Speed
6,1,Kimi Räikkönen,Ferrari,49,1:13.117,206.397
2,2,Lewis Hamilton,McLaren Mercedes,20,1:13.222,206.101
1,3,Fernando Alonso,McLaren Mercedes,21,1:13.257,206.003
5,4,Felipe Massa,Ferrari,50,1:13.380,205.658
9,5,Nick Heidfeld,Sauber BMW,20,1:13.414,205.562
10,6,Sebastian Vettel,Sauber BMW,53,1:13.862,204.316
4,7,Heikki Kovalainen,Renault,67,1:13.998,203.940
15,8,Mark Webber,Red Bull Renault,57,1:14.004,203.924
3,9,Giancarlo Fisichella,Renault,67,1:14.009,203.910
12,10,Jarno Trulli,Toyota,30,1:14.016,203.891
16,11,Nico Rosberg,Williams Toyota,34,1:14.066,203.753
23,12,Anthony Davidson,Super Aguri Honda,55,1:14.066,203.753
17,13,Alexander Wurz,Williams Toyota,41,1:14.486,202.604
7,14,Jenson Button,Honda,42,1:14.703,202.015
20,15,Adrian Sutil,Spyker Ferrari,49,1:14.858,201.597
19,16,Scott Speed,STR Ferrari,66,1:15.092,200.969
18,17,Vitantonio Liuzzi,STR Ferrari,64,1:15.426,200.079
21,18,Christijan Albers,Spyker Ferrari,65,1:15.902,198.824
22,19,Takuma Sato,Super Aguri Honda,8,1:16.680,196.807
