,Position,Driver,Car,Time / Gap,Laps
1,1,Fernando Alonso,McLaren Mercedes,1:12.150,12
10,2,Sebastian Vettel,Sauber BMW,+0.171s,27
2,3,Lewis Hamilton,McLaren Mercedes,+0.228s,14
4,4,Heikki Kovalainen,Renault,+0.424s,21
9,5,Nick Heidfeld,Sauber BMW,+0.496s,24
6,6,Kimi Räikkönen,Ferrari,+0.542s,16
5,7,Felipe Massa,Ferrari,+0.559s,17
3,8,Giancarlo Fisichella,Renault,+0.560s,20
14,9,David Coulthard,Red Bull Renault,+0.790s,17
16,10,Nico Rosberg,Williams Toyota,+0.881s,18
12,11,Jarno Trulli,Toyota,+0.907s,23
11,12,Ralf Schumacher,Toyota,+0.911s,23
23,13,Anthony Davidson,Super Aguri Honda,+0.919s,20
15,14,Mark Webber,Red Bull Renault,+1.139s,14
7,15,Jenson Button,Honda,+1.168s,20
18,16,Vitantonio Liuzzi,STR Ferrari,+1.265s,23
22,17,Takuma Sato,Super Aguri Honda,+1.326s,19
8,18,Rubens Barrichello,Honda,+1.423s,17
17,19,Alexander Wurz,Williams Toyota,+1.476s,18
19,20,Scott Speed,STR Ferrari,+1.829s,18
20,21,Adrian Sutil,Spyker Ferrari,+1.992s,24
21,22,Christijan Albers,Spyker Ferrari,+2.252s,24
