,Position,Driver,Car,Time / Gap,Laps
1,1,Fernando Alonso,McLaren Mercedes,1:11.925,16
9,2,Nick Heidfeld,Sauber BMW,+0.466s,24
2,3,Lewis Hamilton,McLaren Mercedes,+0.703s,21
10,4,Sebastian Vettel,Sauber BMW,+0.944s,33
6,5,Kimi Räikkönen,Ferrari,+1.041s,21
16,6,Nico Rosberg,Williams Toyota,+1.095s,24
5,7,Felipe Massa,Ferrari,+1.115s,22
14,8,David Coulthard,Red Bull Renault,+1.234s,22
7,9,Jenson Button,Honda,+1.672s,23
15,10,Mark Webber,Red Bull Renault,+1.757s,26
12,11,Jarno Trulli,Toyota,+1.852s,32
38,12,Kazuki Nakajima,Williams Toyota,+1.861s,27
11,13,Ralf Schumacher,Toyota,+1.894s,27
18,14,Vitantonio Liuzzi,STR Ferrari,+1.982s,28
19,15,Scott Speed,STR Ferrari,+2.065s,24
3,16,Giancarlo Fisichella,Renault,+2.075s,19
22,17,Takuma Sato,Super Aguri Honda,+2.112s,20
8,18,Rubens Barrichello,Honda,+2.127s,23
4,19,Heikki Kovalainen,Renault,+2.264s,18
23,20,Anthony Davidson,Super Aguri Honda,+2.707s,10
21,21,Christijan Albers,Spyker Ferrari,+2.711s,28
20,22,Adrian Sutil,Spyker Ferrari,+2.885s,27
