,Position,Driver,Car,Time / Gap
27,1,Nigel Mansell,Ferrari,1:16.735
1,2,Ayrton Senna,McLaren Honda,+0.136s
23,3,Pierluigi Martini,Minardi Ford,+0.184s
28,4,Gerhard Berger,Ferrari,+0.639s
7,5,Martin Brundle,Brabham Judd,+0.831s
6,6,Riccardo Patrese,Williams Renault,+0.875s
36,7,Stefan Johansson,Onyx Ford,+0.961s
2,8,Alain Prost,McLaren Honda,+0.969s
5,9,Thierry Boutsen,Williams Renault,+1.115s
15,10,Mauricio Gugelmin,March Judd,+1.239s
8,11,Stefano Modena,Brabham Judd,+1.438s
12,12,Satoru Nakajima,Lotus Judd,+1.635s
10,13,Eddie  Cheever,Arrows Ford,+1.710s
11,14,Nelson Piquet,Lotus Judd,+2.104s
19,15,Alessandro Nannini,Benetton Ford,+2.218s
30,16,Philippe Alliot,Lola Lamborghini,+2.400s
21,17,Alex Caffi,Dallara Ford,+2.521s
22,18,Andrea de Cesaris,Dallara Ford,+2.615s
26,19,Olivier Grouillard,Ligier Ford,+2.746s
29,20,Michele Alboreto,Lola Lamborghini,+2.823s
9,21,Derek Warwick,Arrows Ford,+2.841s
25,22,Rene Arnoux,Ligier Ford,+2.891s
4,23,Johnny Herbert,Tyrrell Ford,+3.031s
3,24,Jonathan  Palmer,Tyrrell Ford,+3.157s
16,25,Ivan Capelli,March Judd,+3.546s
20,26,Emanuele Pirro,Benetton Ford,+4.630s
31,27,Roberto Moreno,Coloni Ford,+5.154s
39,28,Pierre Henri Raphanel,Rial Ford,+5.600s
24,29,Luis Perez-Sala,Minardi Ford,+6.760s
38,30,Christian Danner,Rial Ford,+27.336s
