,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Max Verstappen,Red Bull Racing RBPT,1:44.581,1:44.723,1:43.665,9
55,2,Carlos Sainz,Ferrari,1:45.050,1:45.418,1:44.297,14
11,3,Sergio Perez,Red Bull Racing RBPT,1:45.377,1:44.794,1:44.462,12
16,4,Charles Leclerc,Ferrari,1:45.572,1:44.551,1:44.553,14
31,5,Esteban Ocon,Alpine Renault,1:46.039,1:45.475,1:45.180,15
14,6,Fernando Alonso,Alpine Renault,1:46.075,1:45.552,1:45.368,16
44,7,Lewis Hamilton,Mercedes,1:45.736,1:45.420,1:45.503,20
63,8,George Russell,Mercedes,1:45.650,1:45.461,1:45.776,20
23,9,Alexander Albon,Williams Mercedes,1:45.672,1:45.675,1:45.837,18
4,10,Lando Norris,McLaren Mercedes,1:45.745,1:45.603,1:46.178,14
3,11,Daniel Ricciardo,McLaren Mercedes,1:46.212,1:45.767,,9
10,12,Pierre Gasly,AlphaTauri RBPT,1:46.183,1:45.827,,12
24,13,Guanyu Zhou,Alfa Romeo Ferrari,1:46.178,1:46.085,,12
18,14,Lance Stroll,Aston Martin Aramco Mercedes,1:46.256,1:46.611,,12
47,15,Mick Schumacher,Haas Ferrari,1:46.342,1:47.718,,13
5,16,Sebastian Vettel,Aston Martin Aramco Mercedes,1:46.344,,,6
6,17,Nicholas Latifi,Williams Mercedes,1:46.401,,,7
20,18,Kevin Magnussen,Haas Ferrari,1:46.557,,,6
22,19,Yuki Tsunoda,AlphaTauri RBPT,1:46.692,,,6
77,20,Valtteri Bottas,Alfa Romeo Ferrari,1:47.866,,,5
