,Position,Driver,Car,Time / Gap,Laps
6,1,Nico Rosberg,Mercedes,1:26.225,41
44,2,Lewis Hamilton,Mercedes,+0.061s,16
7,3,Kimi Räikkönen,Ferrari,+0.106s,31
14,4,Fernando Alonso,Ferrari,+0.340s,26
77,5,Valtteri Bottas,Williams Mercedes,+0.533s,34
22,6,Jenson Button,McLaren Mercedes,+0.537s,34
1,7,Sebastian Vettel,Red Bull Racing Renault,+0.537s,27
20,8,Kevin Magnussen,McLaren Mercedes,+0.656s,44
19,9,Felipe Massa,Williams Mercedes,+0.710s,33
3,10,Daniel Ricciardo,Red Bull Racing Renault,+0.767s,37
11,11,Sergio Perez,Force India Mercedes,+0.854s,42
27,12,Nico Hulkenberg,Force India Mercedes,+1.002s,39
26,13,Daniil Kvyat,STR Renault,+1.251s,37
21,14,Esteban Gutierrez ,Sauber Ferrari,+1.615s,33
25,15,Jean-Eric Vergne,STR Renault,+1.704s,33
99,16,Adrian Sutil,Sauber Ferrari,+1.804s,35
17,17,Jules Bianchi,Marussia Ferrari,+2.434s,34
13,18,Pastor Maldonado,Lotus Renault,+2.475s,42
4,19,Max Chilton,Marussia Ferrari,+2.561s,29
8,20,Romain Grosjean,Lotus Renault,+2.860s,29
10,21,Kamui Kobayashi,Caterham Renault,+2.953s,32
9,22,Marcus Ericsson,Caterham Renault,+3.050s,37
