,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:25.363,1:24.560,1:24.109,20
6,2,Nico Rosberg,Mercedes,1:25.493,1:24.600,1:24.383,19
77,3,Valtteri Bottas,Williams Mercedes,1:26.012,1:24.858,1:24.697,16
19,4,Felipe Massa,Williams Mercedes,1:25.528,1:25.046,1:24.865,17
20,5,Kevin Magnussen,McLaren Mercedes,1:26.337,1:25.973,1:25.314,18
22,6,Jenson Button,McLaren Mercedes,1:26.328,1:25.630,1:25.379,18
14,7,Fernando Alonso,Ferrari,1:26.514,1:25.525,1:25.430,17
1,8,Sebastian Vettel,Red Bull Racing Renault,1:26.631,1:25.769,1:25.436,18
3,9,Daniel Ricciardo,Red Bull Racing Renault,1:26.721,1:25.946,1:25.709,17
11,10,Sergio Perez,Force India Mercedes,1:26.569,1:25.863,1:25.944,23
26,11,Daniil Kvyat,STR Renault,1:26.261,1:26.070,,16
7,12,Kimi Räikkönen,Ferrari,1:26.689,1:26.110,,13
25,13,Jean-Eric Vergne,STR Renault,1:26.140,1:26.157,,15
27,14,Nico Hulkenberg,Force India Mercedes,1:26.371,1:26.279,,18
99,15,Adrian Sutil,Sauber Ferrari,1:27.034,1:26.588,,17
21,16,Esteban Gutierrez ,Sauber Ferrari,1:26.999,1:26.692,,17
13,17,Pastor Maldonado,Lotus Renault,1:27.520,,,8
8,18,Romain Grosjean,Lotus Renault,1:27.632,,,5
10,19,Kamui Kobayashi,Caterham Renault,1:27.671,,,9
17,20,Jules Bianchi,Marussia Ferrari,1:27.738,,,8
4,21,Max Chilton,Marussia Ferrari,1:28.247,,,8
9,22,Marcus Ericsson,Caterham Renault,1:28.562,,,9
