,Position,Driver,Car,Time
1,1,Michael Schumacher,Ferrari,1:14.059
4,2,David Coulthard,McLaren Mercedes,1:14.860
2,3,Rubens Barrichello,Ferrari,1:14.953
5,4,Ralf Schumacher,Williams BMW,1:15.095
11,5,Jarno Trulli,Jordan Honda,1:15.394
3,6,Mika Hakkinen,McLaren Mercedes,1:15.411
16,7,Nick Heidfeld,Sauber Petronas,1:15.739
6,8,Juan Pablo Montoya,Williams BMW,1:15.881
17,9,Kimi Räikkönen,Sauber Petronas,1:15.906
10,10,Jacques Villeneuve,BAR Honda,1:16.212
9,11,Olivier Panis,BAR Honda,1:16.382
12,12,Jean Alesi,Jordan Honda,1:16.471
19,13,Pedro de la Rosa,Jaguar Cosworth,1:16.543
18,14,Eddie Irvine,Jaguar Cosworth,1:16.607
7,15,Giancarlo Fisichella,Benetton Renault,1:16.632
22,16,Heinz-Harald Frentzen,Prost Acer,1:17.196
8,17,Jenson Button,Benetton Renault,1:17.535
21,18,Fernando Alonso,Minardi European,1:17.624
23,19,Luciano Burti,Prost Acer,1:18.238
15,20,Enrique Bernoldi,Arrows Asiatech,1:18.258
14,21,Jos Verstappen,Arrows Asiatech,1:18.389
20,22,Tarso Marques,Minardi European,1:19.139
