,Position,Driver,Car,Lap,Time,Avg Speed
3,1,Mika Hakkinen,McLaren Mercedes,51,1:16.723,186.515
4,2,David Coulthard,McLaren Mercedes,53,1:17.054,185.713
5,3,Ralf Schumacher,Williams BMW,54,1:17.233,185.283
2,4,Rubens Barrichello,Ferrari,51,1:17.274,185.185
1,5,Michael Schumacher,Ferrari,23,1:17.436,184.797
6,6,Juan Pablo Montoya,Williams BMW,34,1:18.030,183.391
16,7,Nick Heidfeld,Sauber Petronas,50,1:18.165,183.074
19,8,Pedro de la Rosa,Jaguar Cosworth,51,1:18.186,183.025
17,9,Kimi Räikkönen,Sauber Petronas,28,1:18.216,182.954
11,10,Jarno Trulli,Jordan Honda,50,1:18.536,182.209
12,11,Jean Alesi,Jordan Honda,32,1:19.134,180.832
9,12,Olivier Panis,BAR Honda,29,1:19.222,180.631
7,13,Giancarlo Fisichella,Benetton Renault,24,1:19.471,180.065
8,14,Jenson Button,Benetton Renault,29,1:19.475,180.056
10,15,Jacques Villeneuve,BAR Honda,75,1:19.494,180.013
22,16,Heinz-Harald Frentzen,Prost Acer,50,1:20.046,178.772
14,17,Jos Verstappen,Arrows Asiatech,51,1:20.401,177.982
20,18,Tarso Marques,Minardi European,51,1:21.379,175.843
21,19,Fernando Alonso,Minardi European,18,1:21.533,175.511
23,20,Luciano Burti,Prost Acer,8,1:21.912,174.699
15,21,Enrique Bernoldi,Arrows Asiatech,7,1:22.045,174.416
