,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,77,1:41:49.675,10
2,2,Rubens Barrichello,Ferrari,77,+3.363s,6
4,3,David Coulthard,McLaren Mercedes,77,+3.940s,4
5,4,Ralf Schumacher,Williams BMW,77,+49.687s,3
3,5,Mika Hakkinen,McLaren Mercedes,77,+70.293s,2
16,6,Nick Heidfeld,Sauber Petronas,76,+1 lap,1
17,7,Kimi Räikkönen,Sauber Petronas,76,+1 lap,0
6,8,Juan Pablo Montoya,Williams BMW,76,+1 lap,0
10,9,Jacques Villeneuve,BAR Honda,75,+2 laps,0
12,10,Jean Alesi,Jordan Honda,75,+2 laps,0
19,11,Pedro de la Rosa,Jaguar Cosworth,75,+2 laps,0
14,12,Jos Verstappen,Arrows Asiatech,74,+3 laps,0
7,NC,Giancarlo Fisichella,Benetton Renault,67,DNF,0
22,NC,Heinz-Harald Frentzen,Prost Acer,63,DNF,0
20,NC,Tarso Marques,Minardi European,63,DNF,0
9,NC,Olivier Panis,BAR Honda,58,DNF,0
11,NC,Jarno Trulli,Jordan Honda,53,DNF,0
21,NC,Fernando Alonso,Minardi European,37,DNF,0
8,NC,Jenson Button,Benetton Renault,34,DNF,0
15,NC,Enrique Bernoldi,Arrows Asiatech,11,DNF,0
23,NC,Luciano Burti,Prost Acer,8,DNF,0
18,NC,Eddie Irvine,Jaguar Cosworth,0,DNF,0
