,Position,Driver,Car,Laps,Time,Points
11,1,Jackie Stewart,Tyrrell Ford,80,1:52:21.300,9
17,2,Ronnie Peterson,March Ford,80,+25.600s,6
4,3,Jacky Ickx,Ferrari,80,+53.300s,4
9,4,Denny Hulme,McLaren Ford,80,+66.700s,3
1,5,Emerson Fittipaldi,Lotus Ford,79,+1 lap,2
24,6,Rolf Stommelen,Surtees Ford,79,+1 lap,1
22,7,John Surtees,Surtees Ford,79,+1 lap,0
27,8,Henri Pescarolo,March Ford,77,+3 laps,0
15,9,Pedro Rodriguez,BRM,76,+4 laps,0
8,10,Tim   Schenken,Brabham Ford,76,+4 laps,0
14,NC,Jo Siffert,BRM,58,DNF,0
21,NC,Jean-Pierre Beltoise,Matra,47,DNF,0
20,NC,Chris Amon,Matra,45,DNF,0
3,NC,Clay Regazzoni,Ferrari,24,DNF,0
10,NC,Peter  Gethin ,McLaren Ford,22,DNF,0
2,NC,Reine   Wisell,Lotus Ford,21,DNF,0
12,NC,Francois  Cevert ,Tyrrell Ford,5,DNF,0
7,NC,Graham Hill,Brabham Ford,1,DNF,0
