,Position,Driver,Car,Time
28,1,Gerhard Berger,Ferrari,1:17.267
1,2,Alain Prost,McLaren TAG,1:17.967
6,3,Nelson Piquet,Williams Honda,1:18.017
12,4,Ayrton Senna,Lotus Honda,1:18.488
20,5,Thierry Boutsen,Benetton Ford,1:18.523
27,6,Michele Alboreto,Ferrari,1:18.578
5,7,Riccardo Patrese,Williams Honda,1:18.813
2,8,Stefan Johansson,McLaren TAG,1:18.826
19,9,Teo Fabi,Benetton Ford,1:19.461
8,10,Andrea de Cesaris,Brabham BMW,1:19.590
18,11,Eddie  Cheever,Arrows Megatron,1:20.187
17,12,Derek Warwick,Arrows Megatron,1:20.638
24,13,Alessandro Nannini,Minardi Motori Moderni,1:20.701
11,14,Satoru Nakajima,Lotus Honda,1:20.891
7,15,Stefano Modena,Brabham BMW,1:21.014
9,16,Martin Brundle,Zakspeed,1:21.483
30,17,Philippe Alliot,Lola Ford,1:21.888
4,18,Philippe Streiff,Tyrrell Ford,1:21.971
3,19,Jonathan  Palmer,Tyrrell Ford,1:22.087
25,20,Rene Arnoux,Ligier Megatron,1:22.303
29,21,Yannick Dalmas,Lola Ford,1:22.650
26,22,Piercarlo Ghinzani,Ligier Megatron,1:22.689
16,23,Ivan Capelli,March Ford,1:22.698
10,24,Christian Danner,Zakspeed,1:22.736
14,25,Roberto Moreno,AGS Ford,1:23.659
23,26,Adrian Campos,Minardi Motori Moderni,1:24.121
