,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
6,1,Nico Rosberg,Mercedes,49,1:40.666,197.154,15:42:51
44,2,Lewis Hamilton,Mercedes,48,1:40.738,197.014,15:41:08
5,3,Sebastian Vettel,Ferrari,52,1:41.330,195.863,15:47:57
3,4,Daniel Ricciardo,Red Bull Racing Renault,53,1:41.980,194.614,15:50:25
55,5,Carlos Sainz,STR Renault,51,1:42.660,193.325,15:46:32
13,6,Pastor Maldonado,Lotus Mercedes,51,1:42.849,192.970,15:46:34
11,7,Sergio Perez,Force India Mercedes,54,1:43.010,192.668,15:51:40
22,8,Jenson Button,McLaren Honda,50,1:43.026,192.638,15:44:48
33,9,Max Verstappen,STR Renault,51,1:43.172,192.366,15:46:25
26,10,Daniil Kvyat,Red Bull Racing Renault,41,1:43.728,191.335,15:26:42
14,11,Fernando Alonso,McLaren Honda,55,1:44.323,190.243,15:53:52
12,12,Felipe Nasr,Sauber Ferrari,54,1:44.407,190.090,15:51:51
27,13,Nico Hulkenberg,Force India Mercedes,24,1:45.095,188.846,14:51:32
7,14,Kimi Räikkönen,Ferrari,24,1:46.186,186.905,14:52:59
9,15,Marcus Ericsson,Sauber Ferrari,24,1:47.381,184.825,14:52:37
53,16,Alexander Rossi,Marussia Ferrari,50,1:48.173,183.472,15:45:05
19,17,Felipe Massa,Williams Mercedes,22,1:48.231,183.374,14:48:12
8,18,Romain Grosjean,Lotus Mercedes,8,1:59.612,165.926,14:21:42
77,19,Valtteri Bottas,Williams Mercedes,3,2:31.939,130.623,14:11:38
