,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,56,1:50:52.703,25
6,2,Nico Rosberg,Mercedes,56,+2.850s,18
5,3,Sebastian Vettel,Ferrari,56,+3.381s,15
33,4,Max Verstappen,STR Renault,56,+22.359s,12
11,5,Sergio Perez,Force India Mercedes,56,+24.413s,10
22,6,Jenson Button,McLaren Honda,56,+28.058s,8
55,7,Carlos Sainz,STR Renault,56,+30.619s,6
13,8,Pastor Maldonado,Lotus Mercedes,56,+32.273s,4
12,9,Felipe Nasr,Sauber Ferrari,56,+40.257s,2
3,10,Daniel Ricciardo,Red Bull Racing Renault,56,+53.371s,1
14,11,Fernando Alonso,McLaren Honda,56,+54.816s,0
53,12,Alexander Rossi,Marussia Ferrari,56,+75.277s,0
26,NC,Daniil Kvyat,Red Bull Racing Renault,41,DNF,0
27,NC,Nico Hulkenberg,Force India Mercedes,35,DNF,0
9,NC,Marcus Ericsson,Sauber Ferrari,25,DNF,0
7,NC,Kimi Räikkönen,Ferrari,25,DNF,0
19,NC,Felipe Massa,Williams Mercedes,23,DNF,0
8,NC,Romain Grosjean,Lotus Mercedes,10,DNF,0
77,NC,Valtteri Bottas,Williams Mercedes,5,DNF,0
28,NC,Will Stevens,Marussia Ferrari,1,DNF,0
