,Position,Driver,Car,Lap,Time,Avg Speed
7,1,David Coulthard,McLaren Mercedes,30,1:12.878,213.348
3,2,Michael Schumacher,Ferrari,41,1:13.029,212.907
8,3,Mika Hakkinen,McLaren Mercedes,31,1:13.412,211.796
1,4,Jacques Villeneuve,Williams Mecachrome,66,1:13.730,210.882
10,5,Ralf Schumacher,Jordan Mugen Honda,69,1:13.972,210.193
6,6,Alexander Wurz,Benetton Playlife,70,1:14.040,210.000
5,7,Giancarlo Fisichella,Benetton Playlife,20,1:14.044,209.988
4,8,Eddie Irvine,Ferrari,58,1:14.066,209.926
9,9,Damon Hill,Jordan Mugen Honda,63,1:14.135,209.730
15,10,Johnny Herbert,Sauber Petronas,63,1:14.639,208.314
14,11,Jean Alesi,Sauber Petronas,21,1:14.791,207.891
2,12,Heinz-Harald Frentzen,Williams Mecachrome,16,1:15.446,206.086
22,13,Shinji Nakano,Minardi Ford,37,1:15.575,205.734
19,14,Jos Verstappen,Stewart Ford,43,1:15.610,205.639
12,15,Jarno Trulli,Prost Peugeot,59,1:15.709,205.370
23,16,Esteban Tuero,Minardi Ford,19,1:15.769,205.207
20,17,Ricardo Rosset,Tyrrell Ford,28,1:16.100,204.315
18,18,Rubens Barrichello,Stewart Ford,5,1:16.822,202.395
16,19,Pedro Diniz,Arrows,2,2:02.090,127.351
