,Position,Driver,Car,Time
5,1,Jim Clark,Lotus Climax,1:30.800
3,2,Graham Hill,BRM,1:31.000
11,3,Richie Ginther,Honda,1:31.300
4,4,Jackie Stewart,BRM,1:31.300
1,5,John Surtees,Ferrari,1:31.300
6,6,Mike Spence,Lotus Climax,1:31.700
7,8,Jack Brabham,Brabham Climax,1:32.500
2,9,Lorenzo Bandini,Ferrari,1:32.700
14,10,Denny Hulme,Brabham Climax,1:32.700
9,11,Bruce McLaren,Cooper Climax,1:32.800
10,12,Jochen Rindt,Cooper Climax,1:32.900
17,13,Frank Gardner,Brabham Ford,1:33.400
15,14,Jo Bonnier,Brabham Climax,1:33.500
23,15,Innes Ireland,Lotus BRM,1:33.600
22,16,Richard Attwood,Lotus BRM,1:33.800
18,17,Bob Anderson,Lotus Climax,1:34.100
16,18,Jo Siffert,Brabham Climax,1:34.200
12,19,Masten Gregory,BRM,1:35.900
24,20,Ian Raby,Brabham BRM,1:36.000
20,21,John Rhodes,Cooper Ford,1:39.400
