,Position,Driver,Car,Time
6,1,Kimi Räikkönen,McLaren Mercedes,1:18.233
2,2,Rubens Barrichello,Ferrari,1:18.305
9,3,Jenson Button,BAR Honda,1:18.580
1,4,Michael Schumacher,Ferrari,1:18.710
7,5,Jarno Trulli,Renault,1:18.715
5,6,David Coulthard,McLaren Mercedes,1:19.148
3,7,Juan Pablo Montoya,Williams BMW,1:19.378
10,8,Takuma Sato,BAR Honda,1:19.688
14,9,Mark Webber,Jaguar Cosworth,1:20.004
12,10,Felipe Massa,Sauber Petronas,1:20.202
4,11,Marc Gene,Williams BMW,1:20.335
16,12,Cristiano da Matta,Toyota,1:20.545
15,13,Christian Klien,Jaguar Cosworth,1:21.559
19,14,Giorgio Pantano,Jordan Ford,1:22.458
18,15,Nick Heidfeld,Jordan Ford,1:22.677
8,16,Fernando Alonso,Renault,1:18.811
17,17,Olivier Panis,Toyota,
20,18,Gianmaria Bruni,Minardi Cosworth,1:23.437
21,19,Zsolt Baumgartner,Minardi Cosworth,1:24.117
11,20,Giancarlo Fisichella,Sauber Petronas,
