,Position,Driver,Car,Time,Laps
6,1,Kimi Räikkönen,McLaren Mercedes,1:18.233,6
2,2,Rubens Barrichello,Ferrari,1:18.305,6
9,3,Jenson Button,BAR Honda,1:18.580,6
1,4,Michael Schumacher,Ferrari,1:18.710,6
7,5,Jarno Trulli,Renault,1:18.715,6
8,6,Fernando Alonso,Renault,1:18.811,6
5,7,David Coulthard,McLaren Mercedes,1:19.148,6
3,8,Juan Pablo Montoya,Williams BMW,1:19.378,6
10,9,Takuma Sato,BAR Honda,1:19.688,6
14,10,Mark Webber,Jaguar Cosworth,1:20.004,6
12,11,Felipe Massa,Sauber Petronas,1:20.202,6
4,12,Marc Gene,Williams BMW,1:20.335,6
16,13,Cristiano da Matta,Toyota,1:20.545,6
15,14,Christian Klien,Jaguar Cosworth,1:21.559,6
19,15,Giorgio Pantano,Jordan Ford,1:22.458,6
18,16,Nick Heidfeld,Jordan Ford,1:22.677,5
20,17,Gianmaria Bruni,Minardi Cosworth,1:23.437,6
21,18,Zsolt Baumgartner,Minardi Cosworth,1:24.117,6
17,19,Olivier Panis,Toyota,1:19.697,6
11,20,Giancarlo Fisichella,Sauber Petronas,,2
