,Position,Driver,Car,Time / Gap,Laps
6,1,Kimi Räikkönen,McLaren Mercedes,1:18.280,14
9,2,Jenson Button,BAR Honda,+0.134s,12
2,3,Rubens Barrichello,Ferrari,+0.343s,13
7,4,Jarno Trulli,Renault,+0.414s,14
4,5,Marc Gene,Williams BMW,+0.552s,10
3,6,Juan Pablo Montoya,Williams BMW,+0.632s,11
5,7,David Coulthard,McLaren Mercedes,+0.639s,11
1,8,Michael Schumacher,Ferrari,+0.671s,8
8,9,Fernando Alonso,Renault,+0.889s,12
11,10,Giancarlo Fisichella,Sauber Petronas,+1.615s,10
16,11,Cristiano da Matta,Toyota,+1.903s,19
12,12,Felipe Massa,Sauber Petronas,+2.001s,6
14,13,Mark Webber,Jaguar Cosworth,+2.030s,23
17,14,Olivier Panis,Toyota,+2.251s,16
18,15,Nick Heidfeld,Jordan Ford,+2.446s,12
10,16,Takuma Sato,BAR Honda,+2.557s,8
15,17,Christian Klien,Jaguar Cosworth,+2.633s,18
21,18,Zsolt Baumgartner,Minardi Cosworth,+3.700s,15
19,19,Giorgio Pantano,Jordan Ford,+3.734s,11
20,20,Gianmaria Bruni,Minardi Cosworth,+5.661s,12
