,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Michael Schumacher,Ferrari,14,1:18.739,235.049
2,2,Rubens Barrichello,Ferrari,8,1:19.296,233.398
9,3,Jenson Button,BAR Honda,10,1:19.488,232.835
6,4,Kimi Räikkönen,McLaren Mercedes,10,1:19.554,232.641
11,5,Giancarlo Fisichella,Sauber Petronas,22,1:19.813,231.887
3,6,Juan Pablo Montoya,Williams BMW,26,1:19.968,231.437
4,7,Marc Gene,Williams BMW,58,1:20.434,230.096
8,8,Fernando Alonso,Renault,39,1:20.442,230.073
12,9,Felipe Massa,Sauber Petronas,58,1:20.484,229.953
5,10,David Coulthard,McLaren Mercedes,25,1:20.547,229.773
7,11,Jarno Trulli,Renault,34,1:20.655,229.466
14,12,Mark Webber,Jaguar Cosworth,11,1:20.768,229.145
16,13,Cristiano da Matta,Toyota,35,1:20.768,229.145
10,14,Takuma Sato,BAR Honda,12,1:20.790,229.082
15,15,Christian Klien,Jaguar Cosworth,10,1:20.956,228.613
18,16,Nick Heidfeld,Jordan Ford,17,1:21.720,226.475
19,17,Giorgio Pantano,Jordan Ford,13,1:22.146,225.301
17,18,Olivier Panis,Toyota,4,1:23.131,222.631
20,19,Gianmaria Bruni,Minardi Cosworth,33,1:24.296,219.554
21,20,Zsolt Baumgartner,Minardi Cosworth,12,1:24.317,219.500
