,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
3,1,Daniel Ricciardo,Red Bull Racing TAG Heuer,54,1:25.945,222.128,17:37:13
7,2,Kimi Räikkönen,Ferrari,57,1:26.373,221.027,17:41:31
44,3,Lewis Hamilton,Mercedes,50,1:26.444,220.845,17:31:16
5,4,Sebastian Vettel,Ferrari,53,1:26.469,220.782,17:35:35
33,5,Max Verstappen,Red Bull Racing TAG Heuer,54,1:26.880,219.737,17:37:32
2,6,Stoffel Vandoorne,McLaren Renault,57,1:26.958,219.540,17:41:59
14,7,Fernando Alonso,McLaren Renault,57,1:26.978,219.489,17:41:52
77,8,Valtteri Bottas,Mercedes,54,1:27.019,219.386,17:37:34
27,9,Nico Hulkenberg,Renault,57,1:27.081,219.230,17:41:55
31,10,Esteban Ocon,Force India Mercedes,57,1:27.600,217.931,17:42:18
11,11,Sergio Perez,Force India Mercedes,51,1:27.633,217.849,17:33:20
55,12,Carlos Sainz,Renault,51,1:27.944,217.079,17:33:19
28,13,Brendon Hartley,Scuderia Toro Rosso Honda,57,1:28.176,216.507,17:43:14
18,14,Lance Stroll,Williams Mercedes,55,1:28.511,215.688,17:39:41
16,15,Charles Leclerc,Sauber Ferrari,56,1:28.759,215.085,17:41:09
8,16,Romain Grosjean,Haas Ferrari,23,1:28.805,214.974,16:48:02
20,17,Kevin Magnussen,Haas Ferrari,21,1:29.534,213.224,16:45:03
10,18,Pierre Gasly,Scuderia Toro Rosso Honda,13,1:30.649,210.601,16:33:30
9,19,Marcus Ericsson,Sauber Ferrari,4,1:32.210,207.036,16:19:41
35,20,Sergey Sirotkin,Williams Mercedes,3,1:32.573,206.224,16:18:12
