,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:22.824,1:22.051,1:21.164,20
7,2,Kimi Räikkönen,Ferrari,1:23.096,1:22.507,1:21.828,17
5,3,Sebastian Vettel,Ferrari,1:23.348,1:21.944,1:21.838,20
33,4,Max Verstappen,Red Bull Racing TAG Heuer,1:23.483,1:22.416,1:21.879,18
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:23.494,1:22.897,1:22.152,17
20,6,Kevin Magnussen,Haas Ferrari,1:23.909,1:23.300,1:23.187,17
8,7,Romain Grosjean,Haas Ferrari,1:23.671,1:23.468,1:23.339,17
27,8,Nico Hulkenberg,Renault,1:23.782,1:23.544,1:23.532,16
55,9,Carlos Sainz,Renault,1:23.529,1:23.061,1:23.577,17
77,10,Valtteri Bottas,Mercedes,1:23.686,1:22.089,DNF,16
14,11,Fernando Alonso,McLaren Renault,1:23.597,1:23.692,,14
2,12,Stoffel Vandoorne,McLaren Renault,1:24.073,1:23.853,,14
11,13,Sergio Perez,Force India Mercedes,1:24.344,1:24.005,,14
18,14,Lance Stroll,Williams Mercedes,1:24.464,1:24.230,,13
31,15,Esteban Ocon,Force India Mercedes,1:24.503,1:24.786,,16
28,16,Brendon Hartley,Scuderia Toro Rosso Honda,1:24.532,,,8
9,17,Marcus Ericsson,Sauber Ferrari,1:24.556,,,9
16,18,Charles Leclerc,Sauber Ferrari,1:24.636,,,9
35,19,Sergey Sirotkin,Williams Mercedes,1:24.922,,,8
10,20,Pierre Gasly,Scuderia Toro Rosso Honda,1:25.295,,,7
